customer_id,age,age_segment,usage_segment,gender,plan_code,subscription_start_date,discount_tf,actual_plan_charge_krw,assignment_intent
CUS000630,21,YOUTH,S6_업무헤비형,M,1681_초이스90_만 34세 이하_디즈니+,2024-09-01,True,67500,over
CUS000631,30,YOUTH,S3_데이터헤비형,M,23171,2026-07-04,True,30500,good
CUS000632,28,YOUTH,S2_일반균형형,M,1567_요고 40,2025-07-21,True,30000,good
CUS000633,20,YOUTH,S1_저사용절약형,M,36760,2023-09-07,True,12100,good
CUS000634,34,YOUTH,S1_저사용절약형,M,37131,2024-07-09,False,5400,shortage
CUS000635,20,YOUTH,S2_일반균형형,F,1694_베이직 7GB(이월),2023-09-03,True,33750,shortage
CUS000636,29,YOUTH,S3_데이터헤비형,M,34303,2026-05-23,True,2900,shortage
CUS000637,32,YOUTH,S2_일반균형형,F,1567_요고 36,2023-10-25,True,27000,good
CUS000638,23,YOUTH,S2_일반균형형,F,Z202605258,2026-04-11,True,44250,good
CUS000639,30,YOUTH,S4_통화집중저데이터형,F,1694_베이직 7GB(이월),2025-12-12,True,33750,good
CUS000640,19,YOUTH,S3_데이터헤비형,M,25267,2025-05-23,True,2230,shortage
CUS000641,27,YOUTH,S1_저사용절약형,M,NA00009816_만 34세 이하,2024-04-26,True,96750,over
CUS000642,33,YOUTH,S5_통화집중균형형,M,36329,2025-04-23,False,48900,over
CUS000643,19,YOUTH,S1_저사용절약형,M,NA00009781_만 34세 이하,2025-06-30,True,29250,good
CUS000644,30,YOUTH,S3_데이터헤비형,M,35274,2024-05-10,False,40900,good
CUS000645,24,YOUTH,S1_저사용절약형,F,Z202605260,2025-09-20,True,27750,good
CUS000646,31,YOUTH,S3_데이터헤비형,F,36882,2024-03-08,True,34100,good
CUS000647,29,YOUTH,S2_일반균형형,M,26799,2025-03-30,True,2900,good
CUS000648,20,YOUTH,S3_데이터헤비형,M,1693_베이직110GB,2026-02-15,True,51750,good
CUS000649,34,YOUTH,S2_일반균형형,F,1567_요고 36,2023-12-04,True,27000,good
CUS000650,28,YOUTH,S5_통화집중균형형,M,LPZ1007706,2024-11-27,True,41250,good
CUS000651,24,YOUTH,S3_데이터헤비형,F,36255,2023-09-19,True,23430,good
CUS000652,27,YOUTH,S2_일반균형형,M,1694_베이직 21GB(이월),2024-03-12,True,43500,good
CUS000653,20,YOUTH,S2_일반균형형,M,36971,2026-04-12,False,19900,good
CUS000654,30,YOUTH,S1_저사용절약형,M,1693_베이직7GB,2025-11-07,True,33750,good
CUS000655,22,YOUTH,S3_데이터헤비형,M,35916,2023-10-01,True,19800,good
CUS000656,28,YOUTH,S3_데이터헤비형,M,31919,2024-02-25,True,13500,shortage
CUS000657,26,YOUTH,S3_데이터헤비형,M,NA00009788_만 34세 이하,2024-08-06,True,49500,good
CUS000658,19,YOUTH,S2_일반균형형,M,LPZ1007706,2024-09-02,True,41250,good
CUS000659,29,YOUTH,S2_일반균형형,F,1694_베이직 10GB(이월)_만 34세 이하,2025-06-29,True,37500,good
CUS000660,30,YOUTH,S3_데이터헤비형,M,1693_베이직110GB,2023-09-24,True,51750,good
CUS000661,31,YOUTH,S2_일반균형형,M,1693_베이직14GB_만 34세 이하,2023-10-19,True,41250,good
CUS000662,24,YOUTH,S2_일반균형형,F,35857,2026-05-16,True,11900,shortage
CUS000663,19,YOUTH,S1_저사용절약형,F,35494,2023-10-28,True,3300,good
CUS000664,33,YOUTH,S3_데이터헤비형,M,35809,2026-04-28,True,29000,good
CUS000665,30,YOUTH,S1_저사용절약형,F,1694_베이직 7GB(이월),2026-06-21,True,33750,good
CUS000666,25,YOUTH,S3_데이터헤비형,F,13892,2024-01-27,True,28600,shortage
CUS000667,25,YOUTH,S3_데이터헤비형,M,1693_베이직110GB,2023-10-17,True,51750,good
CUS000668,23,YOUTH,S1_저사용절약형,M,1693_베이직7GB,2025-07-01,True,33750,good
CUS000669,27,YOUTH,S4_통화집중저데이터형,F,1693_베이직4GB_만 34세 이하,2025-07-12,True,27750,good
CUS000670,32,YOUTH,S2_일반균형형,F,1694_베이직 10GB(이월)_만 34세 이하,2024-07-29,True,37500,good
CUS000671,31,YOUTH,S3_데이터헤비형,F,35517,2026-05-31,True,15050,good
CUS000672,20,YOUTH,S1_저사용절약형,F,1694_베이직 7GB(이월),2025-06-25,True,33750,good
CUS000673,27,YOUTH,S2_일반균형형,M,33920,2025-08-05,False,1650,shortage
CUS000674,24,YOUTH,S3_데이터헤비형,F,29904,2025-07-23,True,23000,good
CUS000675,30,YOUTH,S3_데이터헤비형,F,1693_베이직110GB,2023-12-10,True,51750,good
CUS000676,19,YOUTH,S4_통화집중저데이터형,F,NA00009781_만 34세 이하,2025-04-15,True,29250,good
CUS000677,19,YOUTH,S5_통화집중균형형,M,1692_초이스 더블 유튜브 프리미엄+디바이스_모아진,2025-09-06,True,90000,over
CUS000678,32,YOUTH,S5_통화집중균형형,F,22816,2024-07-15,False,40000,good
CUS000679,27,YOUTH,S5_통화집중균형형,M,LPZ1007706,2026-02-09,True,41250,good
CUS000680,30,YOUTH,S6_업무헤비형,F,Z202605254,2023-11-04,True,51000,shortage
CUS000681,20,YOUTH,S1_저사용절약형,F,12565,2026-04-23,False,11000,shortage
CUS000682,32,YOUTH,S3_데이터헤비형,F,15408,2024-02-28,False,55000,over
CUS000683,25,YOUTH,S2_일반균형형,F,1567_요고 40,2024-03-28,True,30000,good
CUS000684,34,YOUTH,S3_데이터헤비형,M,1693_베이직70GB_만 34세 이하,2024-09-24,True,48750,good
CUS000685,25,YOUTH,S3_데이터헤비형,F,NA00009803,2025-09-10,True,81750,over
CUS000686,26,YOUTH,S3_데이터헤비형,F,NA00009790,2025-06-29,True,51750,good
CUS000687,29,YOUTH,S4_통화집중저데이터형,F,26871,2024-06-01,True,15100,over
CUS000688,21,YOUTH,S6_업무헤비형,F,LPZ1007699,2026-01-27,True,56250,good
CUS000689,34,YOUTH,S2_일반균형형,M,1694_베이직 21GB(이월),2025-08-07,True,43500,good
CUS000690,31,YOUTH,S1_저사용절약형,M,1681_초이스110_위버스,2026-01-29,True,82500,over
CUS000691,19,YOUTH,S3_데이터헤비형,F,NA00009813,2026-05-26,True,96750,over
CUS000692,32,YOUTH,S1_저사용절약형,F,NA00009801_만 34세 이하_YouTubePremiumLite&배달의민족,2024-09-06,True,81750,over
CUS000693,23,YOUTH,S5_통화집중균형형,M,Z202605262,2025-10-07,True,21000,shortage
CUS000694,26,YOUTH,S1_저사용절약형,F,Z202605261,2026-03-30,True,21750,shortage
CUS000695,20,YOUTH,S2_일반균형형,M,NA00009804_만 34세 이하,2024-02-29,True,81750,over
CUS000696,27,YOUTH,S3_데이터헤비형,M,NA00009789,2024-07-11,True,51000,good
CUS000697,31,YOUTH,S5_통화집중균형형,M,33845,2025-09-10,True,13200,good
CUS000698,24,YOUTH,S3_데이터헤비형,F,25324,2025-12-07,True,1900,shortage
CUS000699,22,YOUTH,S3_데이터헤비형,F,LPZ1007701,2025-08-30,True,51000,good
CUS000700,34,YOUTH,S4_통화집중저데이터형,F,37112,2024-11-11,True,13300,good
CUS000701,22,YOUTH,S3_데이터헤비형,M,NA00009796_만 34세 이하,2023-12-02,True,74250,over
CUS000702,34,YOUTH,S1_저사용절약형,F,36791,2026-06-03,False,3300,shortage
CUS000703,30,YOUTH,S3_데이터헤비형,F,32417,2025-01-05,True,23000,good
CUS000704,28,YOUTH,S6_업무헤비형,F,15408,2024-06-22,False,55000,over
CUS000705,31,YOUTH,S3_데이터헤비형,F,Z202605252,2024-04-22,True,56250,good
CUS000706,27,YOUTH,S4_통화집중저데이터형,F,NA00009781_만 34세 이하,2025-01-19,True,29250,good
CUS000707,25,YOUTH,S1_저사용절약형,M,Z202605251,2025-02-11,True,63750,over
CUS000708,19,YOUTH,S1_저사용절약형,M,NA00009781_만 34세 이하,2024-06-24,True,29250,good
CUS000709,31,YOUTH,S2_일반균형형,M,13976,2025-08-20,True,15400,good
CUS000710,33,YOUTH,S3_데이터헤비형,F,33046,2025-07-23,True,26800,good
CUS000711,26,YOUTH,S2_일반균형형,M,20325,2024-01-22,True,9900,good
CUS000712,32,YOUTH,S3_데이터헤비형,M,1567_요고 49,2025-08-31,True,36750,good
CUS000713,31,YOUTH,S2_일반균형형,F,35855,2025-01-10,True,4900,shortage
CUS000714,30,YOUTH,S3_데이터헤비형,M,23124,2023-09-16,True,28500,good
CUS000715,31,YOUTH,S4_통화집중저데이터형,M,1681_초이스90_디바이스,2025-08-16,True,67500,over
CUS000716,31,YOUTH,S1_저사용절약형,F,1694_베이직 7GB(이월),2025-07-31,True,33750,good
CUS000717,25,YOUTH,S3_데이터헤비형,M,1693_베이직30GB_만 34세 이하,2026-04-18,True,45750,shortage
CUS000718,31,YOUTH,S3_데이터헤비형,F,1567_요고 46,2023-11-17,True,34500,shortage
CUS000719,31,YOUTH,S2_일반균형형,M,1694_베이직 4GB(이월)_만 34세 이하,2025-08-31,True,27750,shortage
CUS000720,31,YOUTH,S2_일반균형형,M,28448,2026-05-19,False,26900,good
CUS000721,34,YOUTH,S4_통화집중저데이터형,F,27412,2025-03-31,True,15500,over
CUS000722,23,YOUTH,S1_저사용절약형,F,NA00009781,2023-10-26,True,29250,good
CUS000723,19,YOUTH,S1_저사용절약형,M,1694_베이직 7GB(이월),2025-11-09,True,33750,good
CUS000724,29,YOUTH,S2_일반균형형,F,34677,2024-10-10,True,19800,over
CUS000725,30,YOUTH,S2_일반균형형,F,1694_베이직 21GB(이월),2023-09-26,True,43500,good
CUS000726,28,YOUTH,S2_일반균형형,M,1693_베이직100_만 34세 이하,2024-08-02,True,75000,over
CUS000727,27,YOUTH,S4_통화집중저데이터형,M,11420,2025-12-17,True,3500,shortage
CUS000728,20,YOUTH,S6_업무헤비형,M,36986,2024-10-24,True,23900,good
CUS000729,19,YOUTH,S3_데이터헤비형,F,NA00009807_만 34세 이하,2024-12-20,True,89250,over
CUS000730,23,YOUTH,S1_저사용절약형,F,36244,2026-05-11,True,15070,good
CUS000731,31,YOUTH,S2_일반균형형,F,1694_베이직 10GB(이월)_만 34세 이하,2024-01-14,True,37500,good
CUS000732,23,YOUTH,S2_일반균형형,F,NA00009784_만 34세 이하,2025-08-05,True,41250,good
CUS000733,20,YOUTH,S2_일반균형형,M,NA00009809,2026-05-05,True,89250,over
CUS000734,22,YOUTH,S5_통화집중균형형,M,20261,2025-10-25,False,4400,shortage
CUS000735,25,YOUTH,S2_일반균형형,F,1693_베이직21GB,2024-11-07,True,43500,good
CUS000736,24,YOUTH,S3_데이터헤비형,F,Z202605253,2024-03-26,True,52500,good
CUS000737,33,YOUTH,S2_일반균형형,M,33850,2026-05-09,True,13200,good
CUS000738,30,YOUTH,S2_일반균형형,F,1693_베이직21GB,2025-12-23,True,43500,good
CUS000739,20,YOUTH,S2_일반균형형,F,29929,2025-05-30,True,14000,shortage
CUS000740,19,YOUTH,S3_데이터헤비형,F,1567_요고 49,2024-05-06,True,36750,good
CUS000741,25,YOUTH,S2_일반균형형,F,1693_베이직30GB,2025-04-09,True,45750,good
CUS000742,33,YOUTH,S2_일반균형형,M,34215,2026-05-02,True,13500,shortage
CUS000743,21,YOUTH,S2_일반균형형,F,33850,2024-05-25,True,13200,good
CUS000744,32,YOUTH,S3_데이터헤비형,F,33862,2024-01-22,True,14190,shortage
CUS000745,32,YOUTH,S3_데이터헤비형,M,15408,2024-10-25,False,55000,over
CUS000746,21,YOUTH,S3_데이터헤비형,F,35411,2024-06-06,True,13500,good
CUS000747,31,YOUTH,S6_업무헤비형,F,LPZ1007703,2026-03-21,True,47250,shortage
CUS000748,27,YOUTH,S5_통화집중균형형,M,33866,2023-11-28,True,18700,good
CUS000749,30,YOUTH,S2_일반균형형,M,29799,2024-03-23,False,20000,shortage
CUS000750,29,YOUTH,S2_일반균형형,M,29316,2026-06-19,False,7900,good
CUS000751,20,YOUTH,S2_일반균형형,M,17624,2024-11-03,True,38000,good
CUS000752,32,YOUTH,S3_데이터헤비형,M,1693_베이직10GB,2024-09-10,True,37500,shortage
CUS000753,24,YOUTH,S2_일반균형형,M,1681_초이스90_만 34세 이하_유튜브프리미엄,2025-10-29,True,67500,over
CUS000754,21,YOUTH,S2_일반균형형,M,Z202605258,2024-03-13,True,44250,good
CUS000755,25,YOUTH,S3_데이터헤비형,F,LPZ1007703,2025-08-31,True,47250,shortage
CUS000756,29,YOUTH,S6_업무헤비형,M,15408,2023-10-22,False,55000,over
CUS000757,31,YOUTH,S2_일반균형형,M,33925,2024-04-30,False,9570,good
CUS000758,34,YOUTH,S1_저사용절약형,M,36609,2025-11-09,True,20900,over
CUS000759,27,YOUTH,S5_통화집중균형형,F,33856,2025-07-03,True,15400,good
CUS000760,30,YOUTH,S2_일반균형형,M,LPZ1007706,2026-01-24,True,41250,good
CUS000761,27,YOUTH,S3_데이터헤비형,M,27420,2025-04-24,True,12500,shortage
CUS000762,23,YOUTH,S1_저사용절약형,M,NA00009781,2025-12-29,True,29250,good
CUS000763,19,YOUTH,S2_일반균형형,M,18989,2023-10-26,True,330,shortage
CUS000764,31,YOUTH,S3_데이터헤비형,F,1567_요고 49,2026-05-01,True,36750,good
CUS000765,25,YOUTH,S2_일반균형형,F,1693_베이직14GB_만 34세 이하,2024-07-14,True,41250,good
CUS000766,32,YOUTH,S3_데이터헤비형,F,27487,2026-06-02,False,35450,good
CUS000767,30,YOUTH,S3_데이터헤비형,F,Z202605252,2023-10-26,True,56250,good
CUS000768,28,YOUTH,S2_일반균형형,M,35447,2025-02-26,True,100,good
CUS000769,23,YOUTH,S2_일반균형형,M,36823,2024-03-22,True,36600,good
CUS000770,23,YOUTH,S3_데이터헤비형,M,23770,2024-10-04,False,1900,shortage
CUS000771,34,YOUTH,S3_데이터헤비형,M,36893,2025-10-29,True,10,shortage
CUS000772,23,YOUTH,S2_일반균형형,M,LPZ1007706,2025-05-20,True,41250,good
CUS000773,28,YOUTH,S2_일반균형형,M,36268,2024-06-23,True,27150,good
CUS000774,20,YOUTH,S2_일반균형형,M,1693_베이직14GB,2025-07-09,True,41250,shortage
CUS000775,34,YOUTH,S2_일반균형형,F,26799,2024-09-21,True,2900,good
CUS000776,26,YOUTH,S2_일반균형형,F,LPZ1007706,2026-03-01,True,41250,good
CUS000777,34,YOUTH,S2_일반균형형,F,1681_초이스130_유튜브프리미엄,2026-06-14,True,97500,over
CUS000778,25,YOUTH,S3_데이터헤비형,M,29825,2025-03-05,False,12900,shortage
CUS000779,34,YOUTH,S1_저사용절약형,M,36959,2023-11-02,False,25300,over
CUS000780,23,YOUTH,S1_저사용절약형,F,35380,2025-01-01,False,15900,good
CUS000781,33,YOUTH,S3_데이터헤비형,F,Z202605253,2026-02-14,True,52500,good
CUS000782,22,YOUTH,S1_저사용절약형,M,11198,2024-12-25,True,5500,shortage
CUS000783,24,YOUTH,S3_데이터헤비형,F,15408,2024-12-28,False,55000,over
CUS000784,30,YOUTH,S3_데이터헤비형,M,Z202205251_우리집지킴이도어캠,2025-09-10,True,86250,over
CUS000785,27,YOUTH,S2_일반균형형,F,1694_베이직 14GB(이월)_만 34세 이하,2025-05-24,True,41250,good
CUS000786,31,YOUTH,S2_일반균형형,F,13981,2025-09-22,True,24200,good
CUS000787,20,YOUTH,S3_데이터헤비형,M,1681_초이스110_유튜브프리미엄,2026-03-22,True,82500,over
CUS000788,20,YOUTH,S3_데이터헤비형,M,36300,2024-06-26,True,30910,good
CUS000789,28,YOUTH,S2_일반균형형,M,NA00009784,2025-05-06,True,41250,shortage
CUS000790,31,YOUTH,S1_저사용절약형,F,1693_베이직7GB,2025-07-29,True,33750,good
CUS000791,32,YOUTH,S4_통화집중저데이터형,F,1693_베이직4GB_만 34세 이하,2024-01-06,True,27750,good
CUS000792,32,YOUTH,S2_일반균형형,F,21269,2024-05-07,False,38200,over
CUS000793,20,YOUTH,S3_데이터헤비형,F,15408,2026-04-23,False,55000,over
CUS000794,20,YOUTH,S2_일반균형형,F,1693_베이직21GB,2024-07-05,True,43500,good
CUS000795,23,YOUTH,S2_일반균형형,M,1567_요고 36,2026-01-19,True,27000,good
CUS000796,25,YOUTH,S1_저사용절약형,F,19626,2025-01-03,False,16940,good
CUS000797,22,YOUTH,S1_저사용절약형,F,NA00009781_만 34세 이하,2026-02-08,True,29250,good
CUS000798,26,YOUTH,S3_데이터헤비형,M,1693_베이직110GB,2024-11-01,True,51750,good
CUS000799,22,YOUTH,S2_일반균형형,M,1693_베이직14GB_만 34세 이하,2025-03-01,True,41250,good
CUS000800,34,YOUTH,S6_업무헤비형,F,25289,2026-04-11,False,49000,good
CUS000801,24,YOUTH,S2_일반균형형,F,LPZ1007706,2025-03-16,True,41250,good
CUS000802,24,YOUTH,S2_일반균형형,M,33856,2024-01-22,True,15400,good
CUS000803,22,YOUTH,S3_데이터헤비형,M,Z202605252,2026-01-25,True,56250,good
CUS000804,21,YOUTH,S3_데이터헤비형,F,1693_베이직50GB_만 34세 이하,2023-11-01,True,47250,good
CUS000805,19,YOUTH,S3_데이터헤비형,F,Z202605252,2025-03-16,True,56250,good
CUS000806,20,YOUTH,S3_데이터헤비형,M,NA00009790_만 34세 이하,2025-08-08,True,51750,good
CUS000807,33,YOUTH,S3_데이터헤비형,F,36793,2024-08-07,False,3500,shortage
CUS000808,26,YOUTH,S5_통화집중균형형,M,LPZ1007704,2024-08-31,True,45750,good
CUS000809,27,YOUTH,S1_저사용절약형,F,Z202605260,2024-01-27,True,27750,good
CUS000810,25,YOUTH,S3_데이터헤비형,F,NA00009781,2026-02-12,True,29250,shortage
CUS000811,33,YOUTH,S2_일반균형형,M,1694_베이직 14GB(이월)_만 34세 이하,2025-09-29,True,41250,good
CUS000812,24,YOUTH,S3_데이터헤비형,M,16840,2024-12-07,True,20000,shortage
CUS000813,26,YOUTH,S3_데이터헤비형,M,18584,2023-10-07,False,38300,good
CUS000814,25,YOUTH,S3_데이터헤비형,M,36912,2026-01-16,True,7000,shortage
CUS000815,28,YOUTH,S1_저사용절약형,F,36701,2024-07-05,True,550,good
CUS000816,33,YOUTH,S2_일반균형형,F,NA00009782_만 34세 이하,2025-04-20,True,33750,shortage
CUS000817,21,YOUTH,S1_저사용절약형,M,NA00006534,2024-11-09,True,24750,shortage
CUS000818,21,YOUTH,S2_일반균형형,M,1694_베이직 21GB(이월),2024-05-30,True,43500,good
CUS000819,23,YOUTH,S3_데이터헤비형,M,36647,2024-09-25,True,8200,good
CUS000820,20,YOUTH,S2_일반균형형,M,NA00009782,2024-02-08,True,33750,shortage
CUS000821,21,YOUTH,S2_일반균형형,M,1693_베이직14GB_만 34세 이하,2024-09-20,True,41250,good
CUS000822,29,YOUTH,S5_통화집중균형형,M,1567_요고 36,2024-11-24,True,27000,shortage
CUS000823,23,YOUTH,S5_통화집중균형형,F,1693_베이직10GB,2024-05-31,True,37500,shortage
CUS000824,33,YOUTH,S3_데이터헤비형,F,Z202205252_애플디바이스,2024-04-16,True,78750,over
CUS000825,27,YOUTH,S3_데이터헤비형,F,NA00009790,2024-01-08,True,51750,good
CUS000826,24,YOUTH,S2_일반균형형,M,26180,2023-12-16,False,14300,shortage
CUS000827,25,YOUTH,S6_업무헤비형,F,LPZ1007701,2025-02-16,True,51000,good
CUS000828,31,YOUTH,S5_통화집중균형형,M,33935,2025-04-12,True,2200,shortage
CUS000829,27,YOUTH,S3_데이터헤비형,F,1693_베이직70GB_만 34세 이하,2024-01-18,True,48750,good
CUS000830,30,YOUTH,S3_데이터헤비형,M,Z202605252,2026-05-30,True,56250,good
CUS000831,25,YOUTH,S2_일반균형형,F,1693_베이직21GB,2024-07-10,True,43500,good
CUS000832,25,YOUTH,S2_일반균형형,M,1694_베이직 21GB(이월),2025-04-01,True,43500,good
CUS000833,26,YOUTH,S3_데이터헤비형,F,1692_초이스 더블 유튜브 프리미엄+디바이스_모아진,2026-04-21,True,90000,over
CUS000834,26,YOUTH,S2_일반균형형,M,1567_요고 40,2024-01-13,True,30000,good
CUS000835,25,YOUTH,S3_데이터헤비형,M,Z202605254,2025-05-06,True,51000,good
CUS000836,27,YOUTH,S2_일반균형형,M,33080,2023-08-24,False,28800,shortage
CUS000837,23,YOUTH,S3_데이터헤비형,F,31923,2023-09-03,True,13500,shortage
CUS000838,29,YOUTH,S4_통화집중저데이터형,M,33844,2024-06-30,True,9900,good
CUS000839,26,YOUTH,S5_통화집중균형형,M,29788,2026-02-14,False,22000,good
CUS000840,20,YOUTH,S2_일반균형형,F,Z202606002,2024-12-02,True,24750,shortage
CUS000841,32,YOUTH,S2_일반균형형,F,1693_베이직21GB,2023-12-19,True,43500,good
CUS000842,21,YOUTH,S1_저사용절약형,M,Z202205251_AI구독,2026-03-15,True,86250,over
CUS000843,28,YOUTH,S3_데이터헤비형,F,15034,2026-05-01,True,28900,good
CUS000844,26,YOUTH,S2_일반균형형,M,36652,2025-03-20,False,17990,good
CUS000845,20,YOUTH,S3_데이터헤비형,M,1694_베이직 14GB(이월)_만 34세 이하,2026-04-21,True,41250,shortage
CUS000846,34,YOUTH,S3_데이터헤비형,M,LPZ1007702,2025-07-18,True,49500,good
CUS000847,21,YOUTH,S2_일반균형형,F,15735,2025-12-31,True,5500,shortage
CUS000848,27,YOUTH,S2_일반균형형,M,31937,2024-05-27,False,7200,good
CUS000849,31,YOUTH,S1_저사용절약형,M,Z202605260,2024-01-05,True,27750,good
CUS000850,27,YOUTH,S3_데이터헤비형,M,15408,2026-02-13,False,55000,over
CUS000851,26,YOUTH,S3_데이터헤비형,M,NA00009815,2025-08-11,True,96750,over
CUS000852,34,YOUTH,S3_데이터헤비형,M,1693_베이직50GB_만 34세 이하,2026-01-25,True,47250,good
CUS000853,26,YOUTH,S3_데이터헤비형,M,NA00009789_만 34세 이하,2024-11-23,True,51000,good
CUS000854,27,YOUTH,S2_일반균형형,M,31297,2025-04-04,False,42000,over
CUS000855,27,YOUTH,S3_데이터헤비형,F,Z202605252,2025-01-28,True,56250,good
CUS000856,27,YOUTH,S3_데이터헤비형,F,36883,2026-02-21,True,37400,good
CUS000857,30,YOUTH,S2_일반균형형,F,LPZ1007706,2023-10-22,True,41250,good
CUS000858,33,YOUTH,S3_데이터헤비형,F,NA00009790,2026-02-20,True,51750,good
CUS000859,31,YOUTH,S4_통화집중저데이터형,M,1681_초이스130_유튜브프리미엄,2023-08-22,True,97500,over
CUS000860,28,YOUTH,S3_데이터헤비형,M,Z202605254,2025-12-11,True,51000,good
CUS000861,31,YOUTH,S3_데이터헤비형,F,NA00009788_만 34세 이하,2026-01-02,True,49500,good
CUS000862,34,YOUTH,S3_데이터헤비형,F,NA00009787,2025-12-20,True,48000,shortage
CUS000863,24,YOUTH,S1_저사용절약형,M,1694_베이직 7GB(이월),2025-12-28,True,33750,good
CUS000864,31,YOUTH,S3_데이터헤비형,M,Z202605260,2025-11-02,True,27750,shortage
CUS000865,31,YOUTH,S1_저사용절약형,F,35420,2024-03-02,False,55000,over
CUS000866,19,YOUTH,S2_일반균형형,F,34676,2026-05-22,False,11000,good
CUS000867,29,YOUTH,S2_일반균형형,F,37140,2026-06-16,False,16400,good
CUS000868,25,YOUTH,S5_통화집중균형형,M,Z202205251_AI구독,2025-07-30,True,86250,over
CUS000869,33,YOUTH,S3_데이터헤비형,M,NA00009789,2023-10-06,True,51000,good
CUS000870,31,YOUTH,S3_데이터헤비형,F,NA00009789_만 34세 이하,2024-07-18,True,51000,good
CUS000871,20,YOUTH,S3_데이터헤비형,F,36992,2025-03-15,True,4400,shortage
CUS000872,30,YOUTH,S3_데이터헤비형,F,NA00009789_만 34세 이하,2024-07-05,True,51000,good
CUS000873,28,YOUTH,S4_통화집중저데이터형,M,36690,2025-01-09,True,22900,over
CUS000874,30,YOUTH,S3_데이터헤비형,F,NA00009789,2023-10-31,True,51000,good
CUS000875,33,YOUTH,S3_데이터헤비형,F,Z202605254,2024-04-06,True,51000,good
CUS000876,26,YOUTH,S2_일반균형형,F,1693_베이직14GB_만 34세 이하,2025-05-04,True,41250,good
CUS000877,20,YOUTH,S3_데이터헤비형,M,1693_베이직30GB_만 34세 이하,2024-05-29,True,45750,shortage
CUS000878,30,YOUTH,S1_저사용절약형,M,Z202605260,2025-08-24,True,27750,good
CUS000879,22,YOUTH,S3_데이터헤비형,M,36172,2025-01-10,True,23000,good
CUS000880,32,YOUTH,S3_데이터헤비형,F,NA00009781_만 34세 이하,2025-09-30,True,29250,shortage
CUS000881,22,YOUTH,S2_일반균형형,F,1567_요고 36,2025-03-28,True,27000,good
CUS000882,24,YOUTH,S3_데이터헤비형,M,11420,2025-01-16,True,3500,shortage
CUS000883,28,YOUTH,S2_일반균형형,M,35832,2025-02-21,True,15900,over
CUS000884,24,YOUTH,S2_일반균형형,F,Z202605257,2024-06-15,True,45750,good
CUS000885,22,YOUTH,S2_일반균형형,M,37141,2023-10-23,False,18400,good
CUS000886,23,YOUTH,S3_데이터헤비형,F,1693_베이직110GB,2025-01-10,True,51750,good
CUS000887,22,YOUTH,S3_데이터헤비형,M,1567_요고 49,2024-11-14,True,36750,good
CUS000888,21,YOUTH,S1_저사용절약형,F,1681_초이스130_만 34세 이하_티빙/지니/밀리,2024-03-16,True,97500,over
CUS000889,20,YOUTH,S3_데이터헤비형,M,15408,2025-06-09,False,55000,over
CUS000890,22,YOUTH,S2_일반균형형,M,1694_베이직 21GB(이월),2025-08-08,True,43500,good
CUS000891,33,YOUTH,S5_통화집중균형형,M,NA00009785_만 34세 이하,2025-05-30,True,44250,good
CUS000892,26,YOUTH,S3_데이터헤비형,F,NA00009801_YouTubePremium,2023-09-16,True,81750,over
CUS000893,29,YOUTH,S3_데이터헤비형,F,LPZ1007701,2026-01-29,True,51000,good
CUS000894,28,YOUTH,S1_저사용절약형,M,36901,2025-04-25,True,3000,good
CUS000895,24,YOUTH,S6_업무헤비형,M,LPZ1007699,2026-01-12,True,56250,good
CUS000896,29,YOUTH,S6_업무헤비형,M,Z202205252_구글원+보상패스,2025-09-15,True,78750,over
CUS000897,29,YOUTH,S1_저사용절약형,F,1694_베이직 4GB(이월),2024-12-18,True,27750,shortage
CUS000898,22,YOUTH,S3_데이터헤비형,F,34674,2024-09-05,True,23100,good
CUS000899,31,YOUTH,S2_일반균형형,M,29085,2024-04-11,True,25400,good
CUS000900,20,YOUTH,S2_일반균형형,M,Z202605257,2024-01-24,True,45750,good
CUS000901,34,YOUTH,S1_저사용절약형,M,Z202605260,2025-02-17,True,27750,good
CUS000902,26,YOUTH,S4_통화집중저데이터형,F,35380,2025-03-14,False,15900,good
CUS000903,28,YOUTH,S2_일반균형형,F,NA00009784_만 34세 이하,2025-04-28,True,41250,good
CUS000904,22,YOUTH,S3_데이터헤비형,F,LPZ1007702,2025-01-09,True,49500,good
CUS000905,33,YOUTH,S1_저사용절약형,F,NA00009781_만 34세 이하,2025-04-08,True,29250,good
CUS000906,23,YOUTH,S3_데이터헤비형,F,NA00009789_만 34세 이하,2025-04-26,True,51000,good
CUS000907,31,YOUTH,S4_통화집중저데이터형,F,36948,2024-06-04,False,16300,good
CUS000908,29,YOUTH,S2_일반균형형,F,23540,2025-08-06,True,14000,shortage
CUS000909,29,YOUTH,S2_일반균형형,M,1693_베이직30GB,2024-08-04,True,45750,good
CUS000910,32,YOUTH,S1_저사용절약형,M,1693_베이직7GB,2026-06-03,True,33750,good
CUS000911,34,YOUTH,S2_일반균형형,M,NA00009785,2023-09-09,True,44250,good
CUS000912,23,YOUTH,S3_데이터헤비형,M,NA00009789,2024-07-17,True,51000,good
CUS000913,19,YOUTH,S3_데이터헤비형,F,Z202605255,2024-04-17,True,49500,shortage
CUS000914,30,YOUTH,S1_저사용절약형,M,33882,2025-10-23,False,45100,over
