user_id,persona,age,monthly_call_minutes,monthly_data_gb,monthly_sms_count,monthly_budget_won,preferred_carrier_type
U00421,청소년/키즈 보호자용,17,103,6.0,0,15300,MVNO
U00422,청소년/키즈 보호자용,11,48,5.6,40,22400,MVNO
U00423,청소년/키즈 보호자용,16,42,3.8,0,10500,MNO
U00424,청소년/키즈 보호자용,16,78,3.1,59,10200,MVNO
U00425,청소년/키즈 보호자용,13,84,2.7,33,15100,MNO
U00426,청소년/키즈 보호자용,14,43,4.9,50,15300,MNO
U00427,청소년/키즈 보호자용,10,92,4.4,12,9900,MNO
U00428,청소년/키즈 보호자용,18,99,5.3,0,10400,MNO
U00429,청소년/키즈 보호자용,18,112,4.3,35,14200,MNO
U00430,청소년/키즈 보호자용,18,131,5.6,29,8700,MNO
U00431,청소년/키즈 보호자용,16,25,4.2,20,10400,MNO
U00432,청소년/키즈 보호자용,8,61,5.6,32,12400,MNO
U00433,청소년/키즈 보호자용,12,60,5.7,85,16000,MVNO
U00434,청소년/키즈 보호자용,12,56,2.4,47,9600,MNO
U00435,청소년/키즈 보호자용,18,34,0.5,51,4600,MNO
U00436,청소년/키즈 보호자용,14,1,7.1,47,4300,MNO
U00437,청소년/키즈 보호자용,13,64,4.5,60,7000,MNO
U00438,청소년/키즈 보호자용,9,29,0.6,26,6700,MNO
U00439,청소년/키즈 보호자용,16,63,2.6,0,11400,MVNO
U00440,청소년/키즈 보호자용,11,28,5.5,26,7200,MNO
U00441,청소년/키즈 보호자용,9,16,3.4,46,9200,MNO
U00442,청소년/키즈 보호자용,18,69,3.0,11,8900,MVNO
U00443,청소년/키즈 보호자용,10,66,6.8,26,10200,MNO
U00444,청소년/키즈 보호자용,8,83,1.9,16,17300,MVNO
U00445,청소년/키즈 보호자용,8,147,2.4,60,14600,MNO
U00446,청소년/키즈 보호자용,12,71,4.4,45,12100,MVNO
U00447,청소년/키즈 보호자용,9,79,4.8,43,10200,MNO
U00448,청소년/키즈 보호자용,17,17,5.0,42,10300,MVNO
U00449,청소년/키즈 보호자용,13,9,5.8,29,13300,MNO
U00450,청소년/키즈 보호자용,11,123,4.4,34,14300,MVNO
U00451,청소년/키즈 보호자용,8,23,5.0,6,8400,MVNO
U00452,청소년/키즈 보호자용,13,18,3.5,0,12100,MNO
U00453,청소년/키즈 보호자용,9,58,4.1,33,3900,MVNO
U00454,청소년/키즈 보호자용,18,56,4.2,36,12800,MNO
U00455,청소년/키즈 보호자용,11,24,4.4,54,15000,MNO
U00456,청소년/키즈 보호자용,13,48,5.5,61,10900,MVNO
U00457,청소년/키즈 보호자용,8,109,5.1,61,19300,MNO
U00458,청소년/키즈 보호자용,9,28,4.1,10,8500,MNO
U00459,청소년/키즈 보호자용,10,4,2.4,23,12900,MNO
U00460,청소년/키즈 보호자용,8,98,4.1,40,11900,MNO
U00461,청소년/키즈 보호자용,15,80,3.9,81,11600,MVNO
U00462,청소년/키즈 보호자용,18,35,4.4,60,11500,MNO
U00463,청소년/키즈 보호자용,18,0,8.4,52,12400,MNO
U00464,청소년/키즈 보호자용,10,30,3.0,22,15400,MNO
U00465,청소년/키즈 보호자용,16,58,4.8,12,17500,MNO
U00466,청소년/키즈 보호자용,13,107,6.1,46,12000,MVNO
U00467,청소년/키즈 보호자용,8,19,4.2,8,15300,MVNO
U00468,청소년/키즈 보호자용,8,57,8.7,25,9200,MNO
U00469,청소년/키즈 보호자용,14,87,3.2,28,15100,MNO
U00470,청소년/키즈 보호자용,12,0,4.6,62,9000,MNO
U00471,청소년/키즈 보호자용,8,101,2.4,23,16400,MNO
U00472,청소년/키즈 보호자용,18,13,3.3,0,20800,MNO
U00473,청소년/키즈 보호자용,16,73,4.5,40,11500,MNO
U00474,청소년/키즈 보호자용,13,70,5.7,16,3200,MNO
U00475,청소년/키즈 보호자용,18,103,4.6,31,9800,MNO
U00476,청소년/키즈 보호자용,18,82,6.5,28,16900,MNO
U00477,청소년/키즈 보호자용,18,0,3.8,25,14200,MNO
U00478,청소년/키즈 보호자용,10,29,3.3,46,13000,MVNO
U00479,청소년/키즈 보호자용,17,66,9.4,0,16000,MNO
U00480,청소년/키즈 보호자용,13,52,4.8,20,13900,MNO
U00481,시니어 실속형,78,257,0.5,5,10000,MNO
U00482,시니어 실속형,81,136,3.9,24,14600,MNO
U00483,시니어 실속형,77,174,5.5,8,22600,MNO
U00484,시니어 실속형,82,297,2.6,17,14300,MVNO
U00485,시니어 실속형,70,287,5.0,2,9700,MNO
U00486,시니어 실속형,68,102,1.6,9,12000,MNO
U00487,시니어 실속형,66,114,0.5,8,16200,MNO
U00488,시니어 실속형,77,211,3.3,24,12800,MVNO
U00489,시니어 실속형,78,373,0.5,23,17900,MNO
U00490,시니어 실속형,70,8,2.5,18,18100,MVNO
U00491,시니어 실속형,81,228,5.6,1,20300,MNO
U00492,시니어 실속형,80,62,0.5,12,23500,MNO
U00493,시니어 실속형,72,137,0.5,8,21000,MNO
U00494,시니어 실속형,70,164,0.9,24,9400,MNO
U00495,시니어 실속형,80,158,2.9,27,9600,MVNO
U00496,시니어 실속형,79,147,2.3,26,14500,MVNO
U00497,시니어 실속형,68,201,5.8,7,12300,MNO
U00498,시니어 실속형,70,146,4.9,0,8200,MVNO
U00499,시니어 실속형,75,54,4.0,0,12300,MNO
U00500,시니어 실속형,75,278,3.3,29,12200,MNO
U00501,시니어 실속형,68,275,3.8,11,11000,MNO
U00502,시니어 실속형,84,284,1.3,7,13100,MNO
U00503,시니어 실속형,73,46,4.7,31,22100,MVNO
U00504,시니어 실속형,73,230,0.8,28,16200,MNO
U00505,시니어 실속형,66,268,4.7,15,29800,MNO
U00506,시니어 실속형,83,97,5.4,12,16000,MNO
U00507,시니어 실속형,69,201,3.4,14,13300,MNO
U00508,시니어 실속형,85,188,2.6,17,15000,MNO
U00509,시니어 실속형,75,384,3.8,31,16500,MNO
U00510,시니어 실속형,83,392,0.5,19,17600,MNO
U00511,시니어 실속형,68,34,3.6,22,27500,MNO
U00512,시니어 실속형,68,449,2.8,27,9900,MNO
U00513,시니어 실속형,81,108,2.9,3,20200,MNO
U00514,시니어 실속형,82,298,4.4,23,16200,MNO
U00515,시니어 실속형,76,297,2.9,12,5600,MVNO
U00516,시니어 실속형,65,100,0.7,0,19600,MVNO
U00517,시니어 실속형,84,249,2.7,0,22600,MNO
U00518,시니어 실속형,73,189,3.1,5,9900,MVNO
U00519,시니어 실속형,84,255,3.2,20,14900,MNO
U00520,시니어 실속형,83,223,3.3,16,4600,MNO
U00521,시니어 실속형,82,320,5.1,17,7400,MVNO
U00522,시니어 실속형,79,208,0.8,35,21300,MVNO
U00523,시니어 실속형,79,183,3.4,2,12200,MVNO
U00524,시니어 실속형,76,310,5.6,15,8300,MNO
U00525,시니어 실속형,65,258,0.5,18,16400,MNO
U00526,시니어 실속형,73,273,3.4,8,11900,MNO
U00527,시니어 실속형,80,134,1.8,15,12200,MNO
U00528,시니어 실속형,82,95,2.3,0,19400,MNO
U00529,시니어 실속형,76,143,1.2,29,8000,MNO
U00530,시니어 실속형,79,138,2.7,8,9600,MNO
U00531,시니어 실속형,65,279,6.7,35,15900,MNO
U00532,시니어 실속형,74,298,0.5,15,20800,MNO
U00533,시니어 실속형,75,184,0.7,25,22400,MNO
U00534,시니어 실속형,83,343,0.5,14,11000,MNO
U00535,시니어 실속형,71,337,6.5,15,20600,MNO
U00536,시니어 실속형,69,224,2.1,9,10300,MNO
U00537,시니어 실속형,72,118,2.9,16,26000,MNO
U00538,시니어 실속형,68,358,2.2,18,8200,MNO
U00539,시니어 실속형,76,194,1.1,7,23000,MVNO
U00540,시니어 실속형,78,213,2.5,14,11100,MNO
U00541,시니어 실속형,81,166,7.9,9,27100,MNO
U00542,시니어 실속형,85,111,5.8,38,18500,MNO
U00543,시니어 실속형,66,53,1.3,14,8900,MVNO
U00544,시니어 실속형,70,263,4.3,30,11900,MVNO
U00545,시니어 실속형,71,122,1.3,13,19700,MNO
U00546,시니어 실속형,70,506,0.5,18,21300,MNO
U00547,시니어 실속형,82,91,5.0,2,14600,MNO
U00548,시니어 실속형,67,74,5.3,11,15300,MVNO
U00549,시니어 실속형,65,251,5.1,17,19600,MNO
U00550,시니어 실속형,83,353,2.1,31,15800,MNO
U00551,시니어 실속형,85,206,2.7,17,7200,MVNO
U00552,시니어 실속형,69,257,4.5,29,10100,MVNO
U00553,시니어 실속형,71,16,3.8,21,16400,MNO
U00554,시니어 실속형,75,132,2.2,31,22300,MNO
U00555,시니어 실속형,76,93,0.5,14,24700,MNO
U00556,시니어 실속형,85,10,3.2,39,19700,MNO
U00557,시니어 실속형,73,212,5.2,10,16700,MNO
U00558,시니어 실속형,65,0,0.6,7,19500,MVNO
U00559,시니어 실속형,73,68,4.3,3,11000,MVNO
U00560,시니어 실속형,76,146,3.7,38,14100,MNO
U00561,시니어 실속형,75,117,4.5,23,10100,MNO
U00562,시니어 실속형,75,240,4.7,12,7500,MNO
U00563,시니어 실속형,84,231,1.6,27,17000,MNO
U00564,시니어 실속형,81,289,0.5,22,16100,MVNO
U00565,시니어 실속형,70,275,1.9,35,19100,MNO
U00566,시니어 실속형,72,314,4.8,0,18300,MNO
U00567,시니어 실속형,79,200,1.9,12,16500,MNO
U00568,시니어 실속형,73,230,1.6,10,18300,MNO
U00569,시니어 실속형,73,251,0.5,0,14700,MNO
U00570,시니어 실속형,68,214,6.5,26,17500,MVNO
U00571,시니어 실속형,70,160,4.7,12,10600,MVNO
U00572,시니어 실속형,80,167,4.5,22,17200,MNO
U00573,시니어 실속형,82,118,4.9,39,19000,MVNO
U00574,시니어 실속형,81,242,4.2,11,11000,MNO
U00575,시니어 실속형,71,191,2.5,11,15300,MVNO
U00576,시니어 실속형,67,134,2.7,16,11300,MNO
U00577,시니어 실속형,68,134,2.1,25,11800,MNO
U00578,시니어 실속형,73,79,8.3,9,8300,MVNO
U00579,시니어 실속형,75,298,4.1,9,22600,MNO
U00580,시니어 실속형,83,208,2.1,26,21400,MNO
U00581,시니어 실속형,83,114,3.9,19,18200,MNO
U00582,시니어 실속형,65,281,1.0,0,26800,MNO
U00583,시니어 실속형,79,144,6.0,3,13900,MNO
U00584,시니어 실속형,71,59,1.7,30,33200,MNO
U00585,시니어 실속형,69,302,4.0,19,13600,MVNO
U00586,시니어 실속형,76,146,5.1,7,16500,MNO
U00587,시니어 실속형,65,159,3.8,13,12600,MNO
U00588,시니어 실속형,72,204,3.2,15,17200,MNO
U00589,시니어 실속형,76,314,3.0,22,20000,MVNO
U00590,시니어 실속형,70,202,2.9,1,14300,MNO
U00591,시니어 실속형,77,80,1.8,7,25700,MNO
U00592,시니어 실속형,74,254,2.1,18,16400,MNO
U00593,시니어 실속형,81,152,6.0,14,16600,MNO
U00594,시니어 실속형,68,389,2.8,21,9500,MVNO
U00595,시니어 실속형,66,200,1.4,3,17500,MNO
U00596,시니어 실속형,76,0,2.0,19,14200,MVNO
U00597,시니어 실속형,70,236,5.2,26,11400,MNO
U00598,시니어 실속형,79,394,4.4,20,10300,MNO
U00599,시니어 실속형,66,358,4.1,16,31000,MNO
U00600,시니어 실속형,77,383,2.5,14,13400,MNO
U00601,가족 결합 다회선 헤비유저,35,274,90.1,18,82400,MNO
U00602,가족 결합 다회선 헤비유저,41,156,119.5,17,86700,MNO
U00603,가족 결합 다회선 헤비유저,39,227,56.8,21,79500,MNO
U00604,가족 결합 다회선 헤비유저,45,327,34.9,2,78200,MNO
U00605,가족 결합 다회선 헤비유저,41,260,86.1,21,87600,MNO
U00606,가족 결합 다회선 헤비유저,42,109,130.6,36,80900,MNO
U00607,가족 결합 다회선 헤비유저,46,118,167.5,16,82100,MNO
U00608,가족 결합 다회선 헤비유저,46,112,131.3,14,81800,MNO
U00609,가족 결합 다회선 헤비유저,54,299,41.3,18,92200,MNO
U00610,가족 결합 다회선 헤비유저,45,456,90.7,35,86100,MNO
U00611,가족 결합 다회선 헤비유저,46,386,110.3,5,86600,MNO
U00612,가족 결합 다회선 헤비유저,49,60,107.1,17,92800,MNO
U00613,가족 결합 다회선 헤비유저,38,392,121.6,7,86900,MNO
U00614,가족 결합 다회선 헤비유저,49,344,63.3,10,85800,MNO
U00615,가족 결합 다회선 헤비유저,53,95,102.6,15,91800,MNO
U00616,가족 결합 다회선 헤비유저,41,220,116.8,28,93300,MNO
U00617,가족 결합 다회선 헤비유저,38,360,133.0,33,86800,MVNO
U00618,가족 결합 다회선 헤비유저,42,305,67.8,19,88600,MNO
U00619,가족 결합 다회선 헤비유저,40,119,86.2,11,81700,MNO
U00620,가족 결합 다회선 헤비유저,47,311,0.5,40,81100,MNO
U00621,가족 결합 다회선 헤비유저,53,36,75.1,11,94200,MNO
U00622,가족 결합 다회선 헤비유저,47,228,79.0,9,91600,MNO
U00623,가족 결합 다회선 헤비유저,37,364,59.2,0,91600,MVNO
U00624,가족 결합 다회선 헤비유저,41,252,106.6,29,90200,MNO
U00625,가족 결합 다회선 헤비유저,49,200,97.8,25,88400,MNO
U00626,가족 결합 다회선 헤비유저,41,339,9.6,39,93600,MNO
U00627,가족 결합 다회선 헤비유저,47,347,108.6,1,95500,MNO
U00628,가족 결합 다회선 헤비유저,49,381,62.9,30,95300,MNO
U00629,가족 결합 다회선 헤비유저,41,337,119.4,16,87200,MNO
U00630,가족 결합 다회선 헤비유저,48,358,48.7,23,99100,MNO
U00631,가족 결합 다회선 헤비유저,43,323,101.2,0,89800,MNO
U00632,가족 결합 다회선 헤비유저,37,277,88.7,30,93100,MNO
U00633,가족 결합 다회선 헤비유저,42,259,112.1,23,90300,MNO
U00634,가족 결합 다회선 헤비유저,44,226,105.0,15,90000,MNO
U00635,가족 결합 다회선 헤비유저,35,129,89.8,21,82100,MNO
U00636,가족 결합 다회선 헤비유저,53,154,38.5,7,93600,MNO
U00637,가족 결합 다회선 헤비유저,46,222,40.9,9,110800,MNO
U00638,가족 결합 다회선 헤비유저,35,274,76.6,10,85000,MNO
U00639,가족 결합 다회선 헤비유저,53,394,99.7,0,88600,MNO
U00640,가족 결합 다회선 헤비유저,52,246,75.7,24,84400,MNO
U00641,가족 결합 다회선 헤비유저,35,350,125.0,27,84100,MNO
U00642,가족 결합 다회선 헤비유저,38,358,88.8,8,100400,MNO
U00643,가족 결합 다회선 헤비유저,42,227,61.4,18,82600,MNO
U00644,가족 결합 다회선 헤비유저,45,309,88.9,12,84200,MNO
U00645,가족 결합 다회선 헤비유저,50,226,109.0,18,75300,MVNO
U00646,가족 결합 다회선 헤비유저,43,382,113.0,9,81900,MVNO
U00647,가족 결합 다회선 헤비유저,47,314,175.1,6,74300,MNO
U00648,가족 결합 다회선 헤비유저,35,131,73.2,26,93100,MNO
U00649,가족 결합 다회선 헤비유저,48,266,97.1,14,110400,MNO
U00650,가족 결합 다회선 헤비유저,54,415,117.0,35,85100,MVNO
U00651,가족 결합 다회선 헤비유저,46,232,99.1,15,74700,MVNO
U00652,가족 결합 다회선 헤비유저,44,295,80.0,6,95200,MNO
U00653,가족 결합 다회선 헤비유저,41,305,38.0,27,82200,MNO
U00654,가족 결합 다회선 헤비유저,55,146,79.6,21,98400,MNO
U00655,가족 결합 다회선 헤비유저,35,301,57.1,22,85700,MNO
U00656,가족 결합 다회선 헤비유저,41,111,30.9,27,82900,MNO
U00657,가족 결합 다회선 헤비유저,37,187,68.2,8,86600,MNO
U00658,가족 결합 다회선 헤비유저,53,358,58.1,14,94100,MNO
U00659,가족 결합 다회선 헤비유저,45,286,123.4,13,86200,MNO
U00660,가족 결합 다회선 헤비유저,54,220,124.0,2,84000,MNO
U00661,가족 결합 다회선 헤비유저,48,295,63.8,12,86400,MNO
U00662,가족 결합 다회선 헤비유저,46,244,89.6,28,77800,MNO
U00663,가족 결합 다회선 헤비유저,45,251,25.7,17,91200,MNO
U00664,가족 결합 다회선 헤비유저,39,316,80.2,2,73700,MVNO
U00665,가족 결합 다회선 헤비유저,46,177,116.0,0,84400,MNO
U00666,가족 결합 다회선 헤비유저,49,254,133.0,32,94100,MNO
U00667,가족 결합 다회선 헤비유저,55,219,71.5,14,90400,MNO
U00668,가족 결합 다회선 헤비유저,46,91,142.1,9,92700,MNO
U00669,가족 결합 다회선 헤비유저,54,158,39.4,12,87500,MNO
U00670,가족 결합 다회선 헤비유저,54,407,50.1,0,97400,MNO
U00671,가족 결합 다회선 헤비유저,45,288,128.4,29,95400,MNO
U00672,가족 결합 다회선 헤비유저,44,118,166.8,11,91600,MNO
U00673,가족 결합 다회선 헤비유저,37,96,119.7,29,95400,MNO
U00674,가족 결합 다회선 헤비유저,40,239,98.4,16,94000,MNO
U00675,가족 결합 다회선 헤비유저,53,406,12.2,29,84500,MNO
U00676,가족 결합 다회선 헤비유저,37,231,19.1,18,77200,MNO
U00677,가족 결합 다회선 헤비유저,43,381,105.2,24,91400,MNO
U00678,가족 결합 다회선 헤비유저,49,285,85.7,22,92400,MNO
U00679,가족 결합 다회선 헤비유저,40,297,55.8,21,96700,MNO
U00680,가족 결합 다회선 헤비유저,55,116,102.6,18,80500,MNO
U00681,가족 결합 다회선 헤비유저,48,344,104.6,13,80700,MNO
U00682,가족 결합 다회선 헤비유저,35,217,137.8,34,91700,MVNO
U00683,가족 결합 다회선 헤비유저,40,336,105.5,6,87400,MVNO
U00684,가족 결합 다회선 헤비유저,50,169,149.1,15,72900,MVNO
U00685,가족 결합 다회선 헤비유저,53,268,100.3,15,91000,MNO
U00686,가족 결합 다회선 헤비유저,54,285,95.4,19,73200,MNO
U00687,가족 결합 다회선 헤비유저,52,235,142.6,11,80400,MNO
U00688,가족 결합 다회선 헤비유저,36,290,60.9,18,98800,MNO
U00689,가족 결합 다회선 헤비유저,50,223,212.6,13,102600,MNO
U00690,가족 결합 다회선 헤비유저,37,185,115.0,0,78300,MNO
U00691,가족 결합 다회선 헤비유저,36,411,115.2,15,85400,MNO
U00692,가족 결합 다회선 헤비유저,49,355,121.0,4,88300,MNO
U00693,가족 결합 다회선 헤비유저,45,174,175.1,0,102200,MNO
U00694,가족 결합 다회선 헤비유저,48,307,131.7,16,84100,MNO
U00695,가족 결합 다회선 헤비유저,52,176,35.8,20,84200,MNO
U00696,가족 결합 다회선 헤비유저,36,132,156.1,20,100400,MNO
U00697,가족 결합 다회선 헤비유저,46,353,86.4,21,85000,MNO
U00698,가족 결합 다회선 헤비유저,52,80,104.3,0,93800,MNO
U00699,가족 결합 다회선 헤비유저,44,343,48.8,1,76200,MNO
U00700,가족 결합 다회선 헤비유저,45,225,121.0,35,86600,MNO
U00701,가족 결합 다회선 헤비유저,45,229,73.9,5,74700,MNO
U00702,가족 결합 다회선 헤비유저,54,291,104.0,21,79600,MNO
U00703,가족 결합 다회선 헤비유저,36,308,88.6,8,94700,MNO
U00704,가족 결합 다회선 헤비유저,53,167,177.0,16,87600,MNO
U00705,가족 결합 다회선 헤비유저,52,322,179.3,9,85400,MNO
U00706,가족 결합 다회선 헤비유저,52,261,101.9,21,82000,MVNO
U00707,가족 결합 다회선 헤비유저,43,124,102.6,16,86200,MNO
U00708,가족 결합 다회선 헤비유저,45,233,85.1,11,90400,MNO
U00709,가족 결합 다회선 헤비유저,42,388,144.2,4,95900,MNO
U00710,가족 결합 다회선 헤비유저,40,418,86.8,18,67000,MNO
U00711,가족 결합 다회선 헤비유저,53,322,83.1,3,81300,MNO
U00712,가족 결합 다회선 헤비유저,45,131,139.1,19,89300,MNO
U00713,가족 결합 다회선 헤비유저,50,299,78.5,41,87200,MNO
U00714,가족 결합 다회선 헤비유저,37,335,98.5,29,91200,MNO
U00715,가족 결합 다회선 헤비유저,51,323,36.7,22,90100,MNO
U00716,가족 결합 다회선 헤비유저,48,328,128.2,14,85600,MNO
U00717,가족 결합 다회선 헤비유저,55,286,177.6,0,83800,MVNO
U00718,가족 결합 다회선 헤비유저,37,243,128.8,2,86000,MNO
U00719,가족 결합 다회선 헤비유저,46,189,158.5,28,97200,MVNO
U00720,가족 결합 다회선 헤비유저,45,60,66.2,7,82100,MNO
