customer_id,preferred_network_gen,data_unlimited_required,voice_unlimited_required,sms_unlimited_required,ott_preference,preferred_carrier_type,contract_discount_ok,current_plan_satisfaction,min_throttle_speed_mbps
CUS000842,LTE,False,True,False,없음,MVNO,True,2,10
CUS000843,무관,False,False,False,넷플릭스,MNO,True,3,2
CUS000844,5G,False,False,False,넷플릭스,MVNO,False,4,10
CUS000845,무관,False,False,False,넷플릭스,MVNO,True,1,2
CUS000846,5G,False,False,True,없음,MVNO,True,5,2
CUS000847,LTE,False,False,False,넷플릭스,MNO,True,3,5
CUS000848,무관,False,False,True,넷플릭스,MNO,True,4,10
CUS000849,LTE,True,False,False,넷플릭스,MNO,True,4,1
CUS000850,무관,True,False,True,넷플릭스,MVNO,True,3,1
CUS000851,5G,True,False,False,넷플릭스,MVNO,False,3,1
CUS000852,무관,True,False,True,없음,MNO,True,4,5
CUS000853,5G,True,False,False,없음,MVNO,True,5,5
CUS000854,LTE,False,False,False,없음,MNO,True,3,10
CUS000855,무관,True,False,False,없음,MVNO,True,4,1
CUS000856,무관,True,False,False,없음,MNO,False,5,1
CUS000857,5G,True,False,True,디즈니플러스,MNO,True,4,5
CUS000858,무관,True,False,True,없음,MVNO,True,4,5
CUS000859,5G,False,True,False,없음,MVNO,True,3,2
CUS000860,5G,True,False,True,없음,MVNO,False,4,2
CUS000861,5G,False,False,True,넷플릭스,MNO,True,4,1
CUS000862,5G,True,False,True,넷플릭스,MVNO,True,1,5
CUS000863,LTE,False,False,False,넷플릭스,MVNO,True,4,1
CUS000864,5G,True,False,True,없음,MVNO,False,2,1
CUS000865,5G,False,False,True,없음,MVNO,True,3,1
CUS000866,LTE,False,False,False,넷플릭스,MNO,True,3,2
CUS000867,5G,False,False,False,넷플릭스,MVNO,True,5,5
CUS000868,LTE,False,True,True,넷플릭스,MVNO,False,1,1
CUS000869,5G,True,False,False,디즈니플러스,MVNO,True,4,10
CUS000870,LTE,True,False,False,없음,MVNO,False,5,5
CUS000871,5G,True,True,False,넷플릭스,MNO,True,2,5
CUS000872,5G,True,False,False,없음,MNO,True,4,1
CUS000873,5G,False,True,False,없음,MNO,True,1,2
CUS000874,5G,True,False,False,넷플릭스,MVNO,True,3,10
CUS000875,무관,True,False,True,넷플릭스,MVNO,True,5,2
CUS000876,무관,False,False,True,넷플릭스,MVNO,True,4,10
CUS000877,5G,True,False,True,넷플릭스,MNO,True,2,5
CUS000878,5G,False,False,False,없음,MVNO,True,4,10
CUS000879,5G,True,False,True,넷플릭스,MVNO,True,5,5
CUS000880,5G,False,False,False,디즈니플러스,MVNO,True,1,5
CUS000881,5G,False,False,True,없음,MVNO,True,3,5
CUS000882,5G,True,True,False,넷플릭스,MVNO,True,3,1
CUS000883,5G,False,False,False,디즈니플러스,MVNO,True,4,2
CUS000884,무관,False,False,True,디즈니플러스,MNO,False,4,2
CUS000885,5G,False,False,False,디즈니플러스,MVNO,False,2,1
CUS000886,5G,True,False,False,없음,MVNO,True,3,1
CUS000887,무관,False,False,True,디즈니플러스,MNO,False,4,5
CUS000888,LTE,False,False,False,넷플릭스,MNO,False,3,2
CUS000889,5G,True,False,False,넷플릭스,MVNO,False,3,10
CUS000890,무관,False,False,False,넷플릭스,MNO,True,2,1
CUS000891,5G,False,True,False,없음,MNO,True,3,5
CUS000892,LTE,True,True,True,디즈니플러스,MNO,False,3,2
CUS000893,5G,True,False,False,넷플릭스,MVNO,True,3,5
CUS000894,5G,False,False,True,없음,MVNO,True,4,10
CUS000895,무관,True,True,False,넷플릭스,MVNO,True,5,5
CUS000896,무관,True,True,False,없음,MVNO,True,1,1
CUS000897,5G,False,False,True,없음,MVNO,False,2,5
CUS000898,5G,True,False,True,넷플릭스,MVNO,False,4,1
CUS000899,5G,False,False,True,없음,MNO,True,4,5
CUS000900,LTE,False,False,True,넷플릭스,MVNO,True,4,1
CUS000901,LTE,False,False,True,넷플릭스,MVNO,True,4,5
CUS000902,5G,False,True,False,없음,MNO,True,4,10
CUS000903,LTE,False,False,True,넷플릭스,MVNO,True,4,2
CUS000904,LTE,False,False,False,없음,MVNO,True,5,10
CUS000905,무관,False,False,True,없음,MVNO,True,5,5
CUS000906,5G,True,False,False,없음,MVNO,True,4,5
CUS000907,5G,False,True,False,넷플릭스,MVNO,True,4,2
CUS000908,무관,False,False,False,넷플릭스,MNO,True,2,1
CUS000909,LTE,False,True,True,넷플릭스,MVNO,True,4,10
CUS000910,무관,False,False,False,디즈니플러스,MVNO,True,4,5
CUS000911,LTE,False,True,True,넷플릭스,MNO,True,4,5
CUS000912,LTE,True,True,False,디즈니플러스,MNO,False,4,10
CUS000913,5G,True,False,True,없음,MNO,True,2,2
CUS000914,5G,False,True,False,넷플릭스,MVNO,False,2,1
CUS000915,무관,False,False,False,넷플릭스,MNO,False,1,10
CUS000916,LTE,False,False,False,없음,MVNO,True,5,10
CUS000917,LTE,False,True,True,넷플릭스,MNO,True,3,1
CUS000918,무관,False,True,False,없음,MVNO,False,3,5
CUS000919,5G,True,True,True,없음,MVNO,True,2,2
CUS000920,LTE,True,False,False,디즈니플러스,MNO,True,3,2
CUS000921,5G,True,False,True,넷플릭스,MVNO,True,2,1
CUS000922,LTE,False,True,True,넷플릭스,MNO,True,2,2
CUS000923,5G,False,False,False,없음,MNO,False,4,2
CUS000924,LTE,False,False,False,넷플릭스,MVNO,False,3,5
CUS000925,5G,False,False,False,없음,MVNO,False,4,10
CUS000926,LTE,False,False,True,넷플릭스,MNO,False,3,10
CUS000927,무관,False,True,False,없음,MVNO,True,3,10
CUS000928,LTE,False,False,False,디즈니플러스,MNO,False,3,2
CUS000929,LTE,False,False,False,넷플릭스,MNO,True,4,5
CUS000930,5G,False,False,False,없음,MVNO,False,5,5
CUS000931,LTE,False,True,False,넷플릭스,MVNO,True,3,1
CUS000932,LTE,True,False,False,없음,MVNO,True,3,5
CUS000933,LTE,False,False,False,없음,MVNO,True,4,1
CUS000934,무관,False,False,False,넷플릭스,MVNO,False,2,5
CUS000935,무관,False,False,False,넷플릭스,MNO,True,4,1
CUS000936,5G,False,True,False,없음,MVNO,True,5,1
CUS000937,무관,False,False,False,디즈니플러스,MVNO,True,5,10
CUS000938,5G,False,False,False,넷플릭스,MNO,True,2,10
CUS000939,LTE,True,True,True,없음,MVNO,True,3,10
CUS000940,LTE,False,True,False,없음,MVNO,True,5,5
CUS000941,무관,False,True,False,넷플릭스,MNO,False,2,5
CUS000942,LTE,True,False,False,없음,MVNO,True,2,1
CUS000943,5G,False,False,False,넷플릭스,MVNO,True,4,10
CUS000944,5G,False,False,False,넷플릭스,MNO,True,3,10
CUS000945,무관,False,True,True,넷플릭스,MNO,True,3,5
CUS000946,무관,True,False,False,없음,MNO,True,4,5
CUS000947,무관,True,False,True,넷플릭스,MVNO,True,5,1
CUS000948,5G,True,False,True,없음,MVNO,True,3,1
CUS000949,5G,False,False,False,없음,MNO,True,2,2
CUS000950,5G,False,False,False,넷플릭스,MNO,True,5,5
CUS000951,5G,False,False,True,없음,MNO,True,4,10
CUS000952,LTE,False,True,False,없음,MNO,False,3,2
CUS000953,LTE,False,False,False,디즈니플러스,MVNO,True,5,1
CUS000954,무관,True,False,True,디즈니플러스,MVNO,False,4,10
CUS000955,무관,True,False,False,없음,MNO,False,4,5
CUS000956,5G,False,False,False,없음,MNO,True,3,5
CUS000957,LTE,False,False,False,없음,MNO,True,4,2
CUS000958,무관,False,True,True,넷플릭스,MNO,False,4,1
CUS000959,무관,True,False,False,없음,MVNO,True,1,5
CUS000960,5G,True,False,True,넷플릭스,MNO,True,2,5
CUS000961,5G,False,False,False,넷플릭스,MVNO,True,5,2
CUS000962,무관,False,False,False,없음,MNO,False,4,1
CUS000963,5G,False,False,True,없음,MVNO,True,3,5
CUS000964,무관,True,False,False,넷플릭스,MVNO,False,4,2
CUS000965,LTE,True,False,True,없음,MVNO,False,4,2
CUS000966,무관,False,False,True,넷플릭스,MNO,True,4,10
CUS000967,무관,True,False,False,넷플릭스,MNO,True,4,2
CUS000968,LTE,False,True,False,없음,MVNO,True,2,10
CUS000969,LTE,True,False,True,없음,MNO,False,5,2
CUS000970,LTE,False,True,False,없음,MVNO,False,4,10
CUS000971,무관,False,False,False,없음,MVNO,True,4,5
CUS000972,5G,True,False,False,없음,MNO,True,1,10
CUS000973,5G,True,False,True,넷플릭스,MVNO,True,4,10
CUS000974,5G,True,False,False,없음,MNO,True,5,2
CUS000975,LTE,False,True,False,넷플릭스,MVNO,False,1,10
CUS000976,무관,True,False,False,넷플릭스,MVNO,True,3,1
CUS000977,무관,True,True,True,디즈니플러스,MNO,True,5,2
CUS000978,5G,True,False,True,없음,MVNO,False,3,1
CUS000979,5G,False,True,True,넷플릭스,MVNO,True,3,5
CUS000980,무관,True,False,False,넷플릭스,MNO,True,4,1
CUS000981,5G,False,False,False,없음,MNO,True,2,5
CUS000982,LTE,True,False,False,디즈니플러스,MNO,False,2,2
CUS000983,5G,False,False,False,넷플릭스,MNO,True,2,2
CUS000984,무관,False,False,False,디즈니플러스,MNO,False,4,5
CUS000985,LTE,False,False,True,없음,MVNO,True,5,10
CUS000986,무관,True,False,True,넷플릭스,MVNO,False,4,2
CUS000987,5G,False,False,False,넷플릭스,MVNO,True,4,10
CUS000988,5G,False,False,True,없음,MVNO,True,4,10
CUS000989,무관,True,False,False,없음,MVNO,True,2,2
CUS000990,무관,True,False,True,넷플릭스,MVNO,True,4,5
CUS000991,LTE,True,False,True,넷플릭스,MNO,True,4,5
CUS000992,무관,False,False,False,넷플릭스,MNO,True,3,1
CUS000993,LTE,False,False,False,없음,MNO,True,4,1
CUS000994,무관,False,True,False,없음,MVNO,False,2,2
CUS000995,5G,True,False,True,넷플릭스,MNO,False,4,10
CUS000996,5G,False,False,True,디즈니플러스,MVNO,True,3,1
CUS000997,LTE,False,True,False,넷플릭스,MVNO,False,4,10
CUS000998,5G,False,False,True,넷플릭스,MNO,True,3,5
CUS000999,LTE,False,False,False,넷플릭스,MVNO,False,4,1
CUS001000,무관,True,False,True,넷플릭스,MNO,False,5,5
CUS001001,5G,True,False,False,디즈니플러스,MNO,False,5,1
CUS001002,5G,True,False,True,디즈니플러스,MNO,False,1,1
CUS001003,무관,False,False,False,넷플릭스,MNO,True,4,10
CUS001004,무관,True,False,False,넷플릭스,MNO,True,4,10
CUS001005,5G,True,True,True,디즈니플러스,MNO,True,4,10
CUS001006,5G,False,False,True,넷플릭스,MNO,True,5,2
CUS001007,5G,False,True,False,디즈니플러스,MVNO,False,2,5
CUS001008,5G,False,False,False,디즈니플러스,MNO,True,5,5
CUS001009,5G,False,False,False,넷플릭스,MVNO,True,2,2
CUS001010,5G,False,False,True,없음,MVNO,True,3,1
CUS001011,5G,True,False,False,없음,MVNO,True,5,1
CUS001012,LTE,False,False,True,넷플릭스,MNO,False,3,1
CUS001013,5G,True,False,False,넷플릭스,MVNO,True,3,1
CUS001014,무관,True,False,False,넷플릭스,MVNO,False,4,1
CUS001015,5G,False,False,True,없음,MNO,False,3,1
CUS001016,LTE,False,False,True,넷플릭스,MNO,True,4,5
CUS001017,무관,False,False,False,없음,MVNO,True,2,10
CUS001018,무관,False,False,False,없음,MNO,True,3,2
CUS001019,무관,False,False,True,넷플릭스,MVNO,False,4,10
CUS001020,5G,False,False,True,넷플릭스,MNO,False,5,1
CUS001021,5G,False,False,False,없음,MVNO,False,3,2
CUS001022,LTE,True,False,False,넷플릭스,MVNO,True,2,10
CUS001023,5G,False,False,False,넷플릭스,MVNO,True,3,10
CUS001024,5G,False,False,True,없음,MVNO,True,5,2
CUS001025,5G,True,False,True,디즈니플러스,MNO,True,5,5
CUS001026,5G,True,False,False,없음,MVNO,True,4,1
CUS001027,LTE,False,False,False,넷플릭스,MVNO,True,4,10
CUS001028,5G,False,False,False,디즈니플러스,MNO,True,3,2
CUS001029,5G,False,False,False,넷플릭스,MNO,False,2,1
CUS001030,무관,False,False,False,디즈니플러스,MNO,True,2,5
CUS001031,LTE,False,False,False,넷플릭스,MNO,True,4,2
CUS001032,LTE,False,False,False,넷플릭스,MVNO,True,3,1
CUS001033,5G,False,False,False,없음,MNO,True,5,5
CUS001034,무관,False,False,False,넷플릭스,MNO,True,5,1
CUS001035,5G,False,True,False,넷플릭스,MNO,True,2,10
CUS001036,5G,True,True,False,넷플릭스,MVNO,False,5,10
CUS001037,5G,False,False,False,없음,MVNO,False,4,1
CUS001038,무관,False,False,False,없음,MVNO,True,3,5
CUS001039,5G,False,False,True,없음,MVNO,True,4,10
CUS001040,5G,True,True,False,넷플릭스,MNO,False,4,10
CUS001041,5G,False,False,False,없음,MNO,True,3,10
CUS001042,무관,False,False,False,없음,MVNO,False,4,2
CUS001043,무관,False,False,True,디즈니플러스,MVNO,True,4,1
CUS001044,무관,False,True,False,넷플릭스,MNO,True,5,10
CUS001045,LTE,True,True,False,없음,MNO,True,4,10
CUS001046,무관,False,False,True,없음,MVNO,False,4,10
CUS001047,5G,False,False,False,디즈니플러스,MVNO,True,4,2
CUS001048,5G,False,False,True,디즈니플러스,MVNO,True,4,5
CUS001049,5G,False,False,True,없음,MVNO,False,2,10
CUS001050,5G,False,False,False,넷플릭스,MNO,True,4,1
CUS001051,LTE,False,False,False,디즈니플러스,MNO,True,3,10
CUS001052,LTE,False,False,False,디즈니플러스,MNO,False,3,5
CUS001053,무관,False,True,True,넷플릭스,MVNO,False,1,10
CUS001054,5G,False,False,False,없음,MNO,True,2,1
CUS001055,LTE,False,False,False,넷플릭스,MVNO,False,5,2
CUS001056,LTE,False,True,False,디즈니플러스,MVNO,True,5,10
CUS001057,LTE,True,False,False,넷플릭스,MNO,False,2,10
CUS001058,LTE,True,False,False,없음,MVNO,True,2,5
CUS001059,5G,True,True,False,없음,MNO,True,4,2
CUS001060,5G,True,False,False,없음,MVNO,True,2,1
CUS001061,무관,False,True,False,없음,MNO,False,3,10
CUS001062,LTE,True,True,False,넷플릭스,MNO,False,5,5
CUS001063,5G,False,False,True,없음,MVNO,False,4,10
CUS001064,5G,True,False,False,없음,MVNO,False,3,2
CUS001065,LTE,False,True,False,없음,MNO,True,4,10
CUS001066,LTE,False,False,False,넷플릭스,MNO,True,4,10
CUS001067,무관,False,False,False,넷플릭스,MNO,True,4,1
CUS001068,LTE,False,True,False,없음,MVNO,True,4,1
CUS001069,무관,False,False,False,넷플릭스,MNO,True,4,5
CUS001070,5G,False,True,False,넷플릭스,MNO,True,4,10
CUS001071,무관,False,True,True,없음,MNO,True,3,5
CUS001072,5G,True,False,False,넷플릭스,MVNO,True,4,1
CUS001073,LTE,True,False,False,넷플릭스,MNO,True,3,10
CUS001074,5G,True,False,False,없음,MNO,False,3,10
CUS001075,LTE,False,False,False,넷플릭스,MVNO,False,3,5
CUS001076,LTE,False,False,True,넷플릭스,MNO,True,4,5
CUS001077,LTE,True,True,False,디즈니플러스,MNO,False,4,5
CUS001078,5G,False,False,True,없음,MVNO,False,5,2
CUS001079,5G,False,True,True,넷플릭스,MNO,True,4,5
CUS001080,5G,False,False,False,넷플릭스,MVNO,True,5,2
CUS001081,무관,True,False,False,없음,MNO,True,5,5
CUS001082,무관,False,False,False,넷플릭스,MNO,True,2,5
CUS001083,5G,False,False,False,넷플릭스,MVNO,True,4,1
CUS001084,LTE,False,True,False,디즈니플러스,MNO,True,4,2
CUS001085,LTE,True,False,False,없음,MNO,True,4,1
CUS001086,무관,False,False,True,넷플릭스,MVNO,True,5,1
CUS001087,LTE,False,True,False,넷플릭스,MNO,True,4,5
CUS001088,LTE,False,False,True,없음,MVNO,True,3,2
CUS001089,5G,False,False,False,없음,MNO,True,4,1
CUS001090,5G,True,False,False,없음,MNO,True,2,5
CUS001091,무관,True,False,False,없음,MNO,True,1,10
CUS001092,5G,True,False,False,없음,MNO,True,3,10
CUS001093,무관,True,False,False,없음,MNO,False,4,5
CUS001094,LTE,False,False,False,없음,MVNO,True,3,2
CUS001095,LTE,False,False,False,없음,MNO,False,2,5
CUS001096,무관,True,False,False,없음,MVNO,True,5,1
CUS001097,무관,False,False,False,디즈니플러스,MNO,False,3,5
CUS001098,5G,False,False,False,넷플릭스,MNO,True,3,1
CUS001099,5G,False,False,True,넷플릭스,MVNO,True,3,10
CUS001100,LTE,False,True,False,넷플릭스,MVNO,True,5,2
CUS001101,무관,True,False,False,넷플릭스,MVNO,True,5,2
CUS001102,5G,False,True,False,넷플릭스,MVNO,True,3,10
CUS001103,무관,True,False,True,넷플릭스,MVNO,False,3,2
CUS001104,LTE,False,False,False,없음,MNO,True,3,10
CUS001105,5G,False,False,True,넷플릭스,MVNO,False,3,5
CUS001106,무관,False,True,False,넷플릭스,MVNO,False,3,5
CUS001107,5G,False,True,False,없음,MNO,True,1,1
CUS001108,LTE,True,True,True,디즈니플러스,MNO,False,4,10
CUS001109,5G,True,False,False,디즈니플러스,MVNO,True,3,1
CUS001110,5G,False,False,False,넷플릭스,MNO,True,3,1
CUS001111,LTE,True,False,True,넷플릭스,MVNO,True,4,5
CUS001112,LTE,True,True,True,없음,MNO,True,4,10
CUS001113,5G,False,False,True,넷플릭스,MNO,True,2,2
CUS001114,무관,False,True,True,없음,MNO,True,2,2
CUS001115,5G,False,False,False,넷플릭스,MVNO,True,5,10
CUS001116,LTE,True,True,False,넷플릭스,MVNO,True,4,1
CUS001117,5G,False,True,False,없음,MNO,False,3,2
CUS001118,5G,False,True,False,넷플릭스,MVNO,False,3,1
CUS001119,5G,True,False,True,넷플릭스,MVNO,True,4,2
CUS001120,LTE,True,True,True,넷플릭스,MNO,False,4,5
CUS001121,무관,False,False,False,넷플릭스,MNO,True,5,2
CUS001122,무관,False,False,False,넷플릭스,MNO,True,3,1
CUS001123,LTE,True,True,False,없음,MVNO,True,3,2
CUS001124,LTE,True,True,True,넷플릭스,MNO,False,4,1
CUS001125,5G,False,False,False,없음,MNO,True,4,2
CUS001126,LTE,False,False,False,없음,MNO,True,2,1
CUS001127,5G,False,False,False,디즈니플러스,MNO,True,2,2
CUS001128,5G,True,False,False,넷플릭스,MVNO,True,1,10
CUS001129,LTE,False,True,True,넷플릭스,MNO,True,4,2
CUS001130,무관,False,False,False,넷플릭스,MVNO,True,1,2
CUS001131,LTE,False,False,False,없음,MVNO,True,1,5
CUS001132,무관,False,False,False,디즈니플러스,MVNO,True,4,2
CUS001133,무관,False,True,False,디즈니플러스,MNO,True,4,5
CUS001134,5G,False,False,True,없음,MVNO,True,1,5
CUS001135,5G,False,False,False,넷플릭스,MVNO,True,5,5
CUS001136,무관,True,False,False,디즈니플러스,MNO,True,3,1
CUS001137,LTE,True,False,True,없음,MVNO,True,5,5
CUS001138,5G,False,True,False,디즈니플러스,MVNO,False,2,5
CUS001139,LTE,False,True,False,없음,MVNO,True,4,10
CUS001140,5G,False,False,False,없음,MVNO,False,4,1
CUS001141,5G,True,True,False,넷플릭스,MNO,False,3,10
CUS001142,5G,False,True,True,넷플릭스,MNO,True,2,2
CUS001143,5G,False,False,False,없음,MVNO,True,3,5
CUS001144,5G,False,False,True,없음,MNO,True,3,10
CUS001145,LTE,True,False,True,디즈니플러스,MVNO,True,2,5
CUS001146,LTE,False,False,True,넷플릭스,MNO,True,2,5
CUS001147,5G,True,False,False,없음,MNO,True,3,5
CUS001148,5G,False,True,False,없음,MVNO,True,5,5
CUS001149,LTE,False,False,True,넷플릭스,MNO,False,1,10
CUS001150,LTE,True,True,False,넷플릭스,MNO,False,3,2
CUS001151,무관,True,False,False,넷플릭스,MVNO,True,2,10
CUS001152,5G,False,False,False,없음,MVNO,True,3,2
CUS001153,LTE,False,False,False,넷플릭스,MNO,False,4,10
CUS001154,5G,True,False,False,넷플릭스,MVNO,False,2,10
CUS001155,무관,False,False,True,디즈니플러스,MVNO,True,1,5
CUS001156,5G,False,False,False,넷플릭스,MVNO,False,2,10
CUS001157,무관,True,False,False,넷플릭스,MNO,False,4,1
CUS001158,LTE,False,False,True,넷플릭스,MVNO,False,4,1
CUS001159,LTE,True,True,False,디즈니플러스,MVNO,False,4,2
CUS001160,5G,True,False,False,넷플릭스,MNO,False,4,10
CUS001161,5G,False,True,False,없음,MNO,True,2,10
CUS001162,LTE,True,False,True,넷플릭스,MNO,True,4,10
CUS001163,LTE,False,False,False,넷플릭스,MVNO,True,2,10
CUS001164,무관,True,True,False,넷플릭스,MNO,False,1,10
CUS001165,LTE,True,False,False,없음,MNO,True,3,5
CUS001166,LTE,False,False,False,넷플릭스,MNO,True,3,10
CUS001167,무관,False,False,False,넷플릭스,MVNO,True,3,5
CUS001168,무관,False,True,False,없음,MNO,True,1,2
CUS001169,5G,True,False,False,디즈니플러스,MVNO,False,4,10
CUS001170,5G,False,False,False,넷플릭스,MVNO,False,3,2
CUS001171,5G,False,True,True,디즈니플러스,MVNO,True,4,5
CUS001172,5G,False,False,False,없음,MVNO,False,4,5
CUS001173,LTE,True,False,True,넷플릭스,MVNO,True,3,1
CUS001174,LTE,False,True,True,없음,MVNO,True,5,2
CUS001175,LTE,False,False,True,넷플릭스,MVNO,True,4,5
CUS001176,5G,True,False,True,넷플릭스,MNO,False,2,10
CUS001177,무관,False,False,False,디즈니플러스,MVNO,False,3,2
CUS001178,5G,False,False,False,넷플릭스,MNO,True,3,2
CUS001179,5G,False,False,True,디즈니플러스,MNO,True,4,1
CUS001180,LTE,False,False,False,디즈니플러스,MVNO,True,4,1
CUS001181,LTE,False,False,False,없음,MVNO,True,3,2
CUS001182,LTE,False,False,True,없음,MVNO,True,4,10
CUS001183,5G,False,False,False,넷플릭스,MVNO,True,5,10
CUS001184,5G,False,False,True,디즈니플러스,MNO,False,1,1
CUS001185,LTE,False,False,False,없음,MVNO,True,4,1
CUS001186,5G,False,True,False,없음,MVNO,False,2,2
CUS001187,LTE,False,False,True,디즈니플러스,MVNO,True,4,2
CUS001188,5G,False,False,False,넷플릭스,MVNO,True,3,10
CUS001189,5G,False,False,True,디즈니플러스,MVNO,False,4,10
CUS001190,5G,False,False,False,없음,MVNO,True,4,10
CUS001191,5G,True,False,False,디즈니플러스,MVNO,True,4,5
CUS001192,무관,True,False,False,없음,MVNO,True,4,1
CUS001193,무관,True,False,False,넷플릭스,MVNO,True,4,2
CUS001194,LTE,False,False,True,넷플릭스,MVNO,True,3,10
CUS001195,5G,False,True,True,없음,MNO,True,4,10
CUS001196,LTE,True,False,True,없음,MNO,False,2,10
CUS001197,LTE,False,False,False,없음,MNO,True,4,1
CUS001198,5G,True,False,False,넷플릭스,MVNO,True,3,5
CUS001199,LTE,True,True,False,없음,MVNO,True,3,10
CUS001200,LTE,False,True,False,없음,MVNO,True,4,2
CUS001201,5G,False,True,False,디즈니플러스,MVNO,False,1,5
CUS001202,무관,False,False,True,없음,MNO,True,3,2
CUS001203,5G,False,False,False,없음,MVNO,True,4,1
CUS001204,무관,False,False,False,디즈니플러스,MNO,True,2,5
CUS001205,5G,False,True,True,디즈니플러스,MVNO,True,2,1
CUS001206,LTE,False,False,False,디즈니플러스,MVNO,True,5,10
CUS001207,LTE,True,False,False,넷플릭스,MVNO,True,3,5
CUS001208,LTE,True,False,False,넷플릭스,MNO,False,3,5
CUS001209,5G,False,False,False,넷플릭스,MNO,True,3,2
CUS001210,LTE,True,True,True,넷플릭스,MVNO,True,3,10
CUS001211,무관,False,False,False,넷플릭스,MVNO,True,5,1
CUS001212,5G,True,True,False,넷플릭스,MVNO,True,3,10
CUS001213,무관,False,False,False,넷플릭스,MVNO,True,5,5
CUS001214,5G,True,True,False,없음,MVNO,True,4,5
CUS001215,5G,False,True,True,없음,MNO,True,1,10
CUS001216,5G,False,False,False,없음,MNO,True,2,10
CUS001217,5G,True,False,True,넷플릭스,MVNO,True,3,2
CUS001218,LTE,False,False,True,넷플릭스,MVNO,True,4,10
CUS001219,5G,False,False,False,넷플릭스,MNO,False,3,10
CUS001220,무관,False,False,True,넷플릭스,MVNO,True,3,1
CUS001221,5G,True,False,True,넷플릭스,MNO,True,5,2
CUS001222,무관,True,False,False,넷플릭스,MVNO,False,4,5
CUS001223,LTE,False,False,False,넷플릭스,MNO,True,4,5
CUS001224,LTE,True,False,False,넷플릭스,MNO,True,5,5
CUS001225,5G,False,False,True,넷플릭스,MVNO,True,4,5
CUS001226,무관,True,True,False,없음,MVNO,True,2,1
CUS001227,LTE,True,True,True,넷플릭스,MNO,False,5,10
CUS001228,LTE,False,False,False,없음,MNO,True,4,5
CUS001229,무관,True,False,False,디즈니플러스,MNO,True,5,10
CUS001230,5G,False,True,False,넷플릭스,MNO,True,5,5
CUS001231,5G,False,False,True,디즈니플러스,MVNO,False,3,10
CUS001232,5G,True,False,False,없음,MVNO,True,1,1
CUS001233,무관,False,False,True,디즈니플러스,MVNO,True,3,10
CUS001234,LTE,True,True,True,넷플릭스,MVNO,True,5,10
CUS001235,5G,False,True,False,없음,MNO,True,3,1
CUS001236,5G,True,False,False,없음,MNO,True,2,5
CUS001237,LTE,False,False,False,넷플릭스,MVNO,True,3,10
CUS001238,무관,False,False,True,넷플릭스,MNO,True,2,10
CUS001239,무관,False,False,False,넷플릭스,MVNO,True,4,5
CUS001240,무관,True,False,False,넷플릭스,MNO,False,2,2
CUS001241,LTE,True,True,True,넷플릭스,MVNO,True,2,2
CUS001242,무관,False,False,False,없음,MNO,True,3,5
CUS001243,5G,False,True,True,없음,MVNO,False,4,1
CUS001244,무관,True,False,False,넷플릭스,MNO,False,2,1
CUS001245,무관,False,False,False,디즈니플러스,MVNO,False,3,2
CUS001246,LTE,False,False,False,넷플릭스,MNO,False,4,10
CUS001247,무관,False,False,False,넷플릭스,MVNO,True,4,2
CUS001248,5G,False,False,True,넷플릭스,MNO,True,3,2
CUS001249,무관,False,False,False,넷플릭스,MVNO,True,4,5
CUS001250,5G,False,True,False,넷플릭스,MVNO,True,5,2
CUS001251,5G,True,False,False,없음,MVNO,True,4,5
CUS001252,5G,True,False,False,넷플릭스,MNO,False,3,2
CUS001253,무관,False,False,False,없음,MNO,True,3,10
CUS001254,5G,False,False,False,넷플릭스,MNO,False,5,1
CUS001255,무관,False,False,False,없음,MNO,True,2,1
CUS001256,LTE,False,True,True,디즈니플러스,MVNO,False,3,1
CUS001257,LTE,False,True,True,디즈니플러스,MNO,True,4,10
CUS001258,5G,False,True,True,없음,MNO,True,3,2
CUS001259,LTE,True,False,True,넷플릭스,MVNO,True,3,5
CUS001260,무관,False,False,False,디즈니플러스,MVNO,False,5,10
CUS001261,LTE,False,False,True,없음,MVNO,True,2,10
CUS001262,5G,True,True,True,없음,MVNO,True,3,5
CUS001263,LTE,False,False,False,없음,MVNO,False,5,1
CUS001264,5G,False,False,True,없음,MVNO,True,4,1
CUS001265,무관,False,True,True,없음,MNO,True,3,10
CUS001266,5G,False,True,True,넷플릭스,MVNO,True,3,1
CUS001267,5G,False,False,False,넷플릭스,MNO,True,3,10
CUS001268,5G,True,False,False,없음,MNO,True,3,5
CUS001269,5G,False,True,False,넷플릭스,MNO,True,3,2
CUS001270,무관,False,False,False,넷플릭스,MVNO,True,4,2
CUS001271,무관,True,False,True,없음,MNO,True,3,5
CUS001272,무관,False,False,False,디즈니플러스,MVNO,True,2,2
CUS001273,5G,False,True,False,넷플릭스,MVNO,True,3,10
CUS001274,무관,False,False,True,없음,MNO,True,5,10
CUS001275,LTE,True,False,False,넷플릭스,MVNO,True,4,5
CUS001276,LTE,False,False,False,넷플릭스,MNO,True,4,1
CUS001277,5G,True,False,False,없음,MNO,False,3,5
CUS001278,5G,True,True,False,없음,MVNO,True,4,1
CUS001279,5G,False,False,False,디즈니플러스,MNO,False,4,1
CUS001280,5G,False,False,True,넷플릭스,MNO,False,5,5
CUS001281,LTE,False,False,False,없음,MVNO,True,4,5
CUS001282,무관,False,False,False,넷플릭스,MNO,True,2,1
