customer_id,usage_month,data_usage_gb,voice_usage_min,sms_usage_count,tethering_usage_gb
CUS000664,2026-06,120.3,392,19,20.8
CUS000664,2026-07,108.4,353,17,18.7
CUS000665,2026-05,2.6,119,27,1.7
CUS000665,2026-06,1.8,84,19,1.2
CUS000665,2026-07,2.0,91,20,1.3
CUS000666,2026-05,154.7,342,36,18.5
CUS000666,2026-06,152.3,337,35,18.2
CUS000666,2026-07,153.9,341,35,18.4
CUS000667,2026-05,140.8,204,22,16.8
CUS000667,2026-06,128.1,186,20,15.2
CUS000667,2026-07,153.1,222,24,18.2
CUS000668,2026-05,3.1,153,25,1.1
CUS000668,2026-06,3.8,191,31,1.4
CUS000668,2026-07,3.0,148,24,1.1
CUS000669,2026-05,7.2,1429,39,1.3
CUS000669,2026-06,9.7,1926,52,1.8
CUS000669,2026-07,6.7,1322,36,1.2
CUS000670,2026-05,8.9,283,48,7.7
CUS000670,2026-06,8.9,282,47,7.6
CUS000670,2026-07,8.9,282,47,7.7
CUS000671,2026-05,120.2,247,83,18.6
CUS000671,2026-06,118.5,243,82,18.4
CUS000671,2026-07,112.0,230,77,17.4
CUS000672,2026-05,3.3,88,12,1.5
CUS000672,2026-06,4.4,117,16,2.0
CUS000672,2026-07,4.4,117,16,2.0
CUS000673,2026-05,28.7,116,66,3.9
CUS000673,2026-06,29.2,119,67,4.0
CUS000673,2026-07,30.4,123,70,4.1
CUS000674,2026-05,167.0,249,105,29.3
CUS000674,2026-06,116.7,174,73,20.5
CUS000674,2026-07,119.7,179,75,21.0
CUS000675,2026-05,129.5,155,42,25.0
CUS000675,2026-06,117.7,141,38,22.7
CUS000675,2026-07,150.8,181,49,29.1
CUS000676,2026-05,2.2,479,200,0.8
CUS000676,2026-06,2.8,599,250,1.0
CUS000676,2026-07,3.0,637,266,1.1
CUS000677,2026-05,23.4,1004,114,1.1
CUS000677,2026-06,19.3,825,93,0.9
CUS000677,2026-07,20.2,867,98,0.9
CUS000678,2026-05,14.2,1615,144,5.2
CUS000678,2026-06,13.4,1532,136,5.0
CUS000678,2026-07,14.1,1604,143,5.2
CUS000679,2026-05,20.4,813,52,7.2
CUS000679,2026-06,31.3,1248,80,11.0
CUS000679,2026-07,21.8,867,56,7.6
CUS000680,2026-05,69.3,814,502,40.4
CUS000680,2026-06,65.2,767,473,38.0
CUS000680,2026-07,60.3,709,437,35.2
CUS000681,2026-05,1.3,165,38,1.2
CUS000681,2026-06,1.2,153,35,1.1
CUS000681,2026-07,2.2,151,35,1.9
CUS000682,2026-05,57.9,115,9,16.6
CUS000682,2026-06,59.0,117,9,17.0
CUS000682,2026-07,118.2,130,10,34.0
CUS000683,2026-05,21.5,319,72,3.4
CUS000683,2026-06,24.1,357,81,3.8
CUS000683,2026-07,23.8,353,80,3.8
CUS000684,2026-05,145.4,338,99,21.0
CUS000684,2026-06,110.9,258,75,16.0
CUS000684,2026-07,121.5,282,82,17.6
CUS000685,2026-05,130.3,192,9,14.1
CUS000685,2026-06,143.5,211,10,15.5
CUS000685,2026-07,140.8,207,10,15.2
CUS000686,2026-05,100.9,60,51,6.1
CUS000686,2026-06,76.4,45,38,4.7
CUS000686,2026-07,113.5,67,57,6.9
CUS000687,2026-05,13.1,899,148,0.6
CUS000687,2026-06,7.6,942,155,0.3
CUS000687,2026-07,7.1,877,145,0.3
CUS000688,2026-05,171.2,1697,53,32.4
CUS000688,2026-06,188.4,1867,58,35.6
CUS000688,2026-07,164.3,1629,51,31.1
CUS000689,2026-05,30.0,120,142,3.7
CUS000689,2026-06,24.9,100,118,3.1
CUS000689,2026-07,51.1,114,134,6.3
CUS000690,2026-05,14.7,41,28,0.5
CUS000690,2026-06,6.6,33,23,0.2
CUS000690,2026-07,7.8,39,27,0.3
CUS000691,2026-05,117.2,96,5,21.3
CUS000691,2026-06,140.4,116,6,25.5
CUS000691,2026-07,117.2,97,5,21.3
CUS000692,2026-05,5.5,155,28,1.7
CUS000692,2026-06,5.4,150,28,1.7
CUS000692,2026-07,4.9,137,25,1.5
CUS000693,2026-05,23.2,995,285,7.9
CUS000693,2026-06,21.7,932,267,7.4
CUS000693,2026-07,15.3,656,188,5.2
CUS000694,2026-05,1.3,96,10,1.5
CUS000694,2026-06,1.7,119,12,1.9
CUS000694,2026-07,1.5,105,11,1.7
CUS000695,2026-05,16.0,148,107,4.9
CUS000695,2026-06,17.7,164,119,5.4
CUS000695,2026-07,21.7,201,146,6.6
CUS000696,2026-05,77.3,156,94,23.1
CUS000696,2026-06,84.6,171,103,25.3
CUS000696,2026-07,79.1,160,96,23.7
CUS000697,2026-05,27.7,815,303,4.6
CUS000697,2026-06,26.7,786,293,4.4
CUS000697,2026-07,20.0,587,219,3.3
CUS000698,2026-05,123.2,227,34,6.9
CUS000698,2026-06,131.9,243,36,7.4
CUS000698,2026-07,100.2,184,28,5.6
CUS000699,2026-05,83.7,99,98,26.2
CUS000699,2026-06,71.7,85,84,22.4
CUS000699,2026-07,87.0,103,102,27.2
CUS000700,2026-05,5.3,1240,63,0.3
CUS000700,2026-06,4.8,1136,58,0.2
CUS000700,2026-07,4.9,1155,59,0.2
CUS000701,2026-05,53.6,221,36,5.3
CUS000701,2026-06,77.4,318,51,7.6
CUS000701,2026-07,77.0,316,51,7.6
CUS000702,2026-05,3.0,151,36,0.3
CUS000702,2026-06,3.0,152,37,0.4
CUS000702,2026-07,2.2,111,27,0.3
CUS000703,2026-05,88.4,52,12,6.4
CUS000703,2026-06,89.5,53,13,6.5
CUS000703,2026-07,190.7,63,15,13.9
CUS000704,2026-05,92.7,662,442,83.9
CUS000704,2026-06,83.0,593,396,75.1
CUS000704,2026-07,122.3,874,584,110.7
CUS000705,2026-05,72.1,72,67,20.8
CUS000705,2026-06,75.8,76,71,21.8
CUS000705,2026-07,70.0,70,65,20.1
CUS000706,2026-05,3.6,1721,236,2.1
CUS000706,2026-06,3.3,1575,216,1.9
CUS000706,2026-07,4.0,1890,259,2.3
CUS000707,2026-05,1.3,53,14,1.4
CUS000707,2026-06,1.4,53,14,1.4
CUS000707,2026-07,1.6,63,17,1.7
CUS000708,2026-05,1.2,82,53,1.1
CUS000708,2026-06,1.7,116,76,1.6
CUS000708,2026-07,1.3,91,59,1.3
CUS000709,2026-05,24.0,293,115,0.1
CUS000709,2026-06,24.2,296,116,0.1
CUS000709,2026-07,24.2,295,116,0.1
CUS000710,2026-05,77.1,161,61,11.6
CUS000710,2026-06,90.5,189,71,13.7
CUS000710,2026-07,62.1,130,49,9.4
CUS000711,2026-05,26.2,217,97,6.5
CUS000711,2026-06,29.6,244,110,7.4
CUS000711,2026-07,18.7,154,69,4.7
CUS000712,2026-05,71.8,300,77,18.7
CUS000712,2026-06,92.5,387,100,24.1
CUS000712,2026-07,86.2,361,93,22.4
CUS000713,2026-05,13.6,133,114,4.4
CUS000713,2026-06,13.2,129,110,4.3
CUS000713,2026-07,12.8,125,107,4.1
CUS000714,2026-05,107.7,170,14,14.8
CUS000714,2026-06,80.7,127,10,11.1
CUS000714,2026-07,91.1,144,12,12.5
CUS000715,2026-05,7.0,717,172,2.5
CUS000715,2026-06,8.2,846,203,3.0
CUS000715,2026-07,8.6,886,212,3.1
CUS000716,2026-05,6.4,96,49,1.0
CUS000716,2026-06,7.8,116,59,1.2
CUS000716,2026-07,6.0,90,46,0.9
CUS000717,2026-05,115.2,290,29,6.7
CUS000717,2026-06,156.6,395,39,9.2
CUS000717,2026-07,106.1,267,26,6.2
CUS000718,2026-05,55.2,107,28,23.4
CUS000718,2026-06,72.2,140,36,30.7
CUS000718,2026-07,80.8,157,41,34.3
CUS000719,2026-05,19.8,398,17,7.9
CUS000719,2026-06,17.7,355,15,7.0
CUS000719,2026-07,20.2,405,18,8.0
CUS000720,2026-05,18.9,364,127,2.4
CUS000720,2026-06,19.6,378,132,2.5
CUS000720,2026-07,15.4,298,104,2.0
CUS000721,2026-05,6.9,784,234,0.1
CUS000721,2026-06,9.5,1079,322,0.1
CUS000721,2026-07,8.0,906,271,0.1
CUS000722,2026-05,6.8,172,31,1.6
CUS000722,2026-06,6.5,164,30,1.5
CUS000722,2026-07,6.0,153,28,1.4
CUS000723,2026-05,0.7,89,34,0.7
CUS000723,2026-06,1.1,139,53,1.0
CUS000723,2026-07,1.1,136,52,1.0
CUS000724,2026-05,28.8,300,43,8.1
CUS000724,2026-06,21.4,223,32,6.0
CUS000724,2026-07,25.4,264,38,7.1
CUS000725,2026-05,13.2,225,89,1.1
CUS000725,2026-06,14.2,242,96,1.2
CUS000725,2026-07,14.9,254,100,1.2
CUS000726,2026-05,7.6,164,83,5.0
CUS000726,2026-06,10.8,234,118,7.2
CUS000726,2026-07,9.1,195,99,6.0
CUS000727,2026-05,2.9,1057,256,1.0
CUS000727,2026-06,2.6,968,234,0.9
CUS000727,2026-07,2.7,999,242,0.9
CUS000728,2026-05,134.3,1056,245,78.8
CUS000728,2026-06,184.2,1449,337,108.1
CUS000728,2026-07,141.8,1116,259,83.2
CUS000729,2026-05,84.6,249,41,10.5
CUS000729,2026-06,94.0,277,45,11.6
CUS000729,2026-07,104.2,307,50,12.9
CUS000730,2026-05,3.0,46,61,1.0
CUS000730,2026-06,1.9,30,39,0.6
CUS000730,2026-07,2.0,30,40,0.7
CUS000731,2026-05,24.3,124,123,4.8
CUS000731,2026-06,25.4,129,129,5.0
CUS000731,2026-07,31.7,162,161,6.3
CUS000732,2026-05,18.5,367,140,11.3
CUS000732,2026-06,7.0,250,95,4.3
CUS000732,2026-07,11.1,395,151,6.8
CUS000733,2026-05,8.9,318,16,1.6
CUS000733,2026-06,9.2,327,17,1.6
CUS000733,2026-07,8.2,293,15,1.4
CUS000734,2026-05,32.6,522,188,5.5
CUS000734,2026-06,31.3,501,181,5.2
CUS000734,2026-07,42.7,684,247,7.2
CUS000735,2026-05,24.7,368,110,6.5
CUS000735,2026-06,30.4,453,136,8.0
CUS000735,2026-07,19.5,291,87,5.1
CUS000736,2026-05,52.9,201,49,16.3
CUS000736,2026-06,61.5,234,57,18.9
CUS000736,2026-07,47.9,182,44,14.7
CUS000737,2026-05,11.3,234,76,5.0
CUS000737,2026-06,18.3,380,123,8.1
CUS000737,2026-07,11.5,240,78,5.1
CUS000738,2026-05,18.9,162,57,5.5
CUS000738,2026-06,25.9,222,78,7.6
CUS000738,2026-07,17.5,149,53,5.1
CUS000739,2026-05,13.3,247,67,4.7
CUS000739,2026-06,13.0,242,66,4.6
CUS000739,2026-07,16.8,312,85,5.9
CUS000740,2026-05,39.6,313,37,13.3
CUS000740,2026-06,44.3,351,41,14.9
CUS000740,2026-07,50.4,399,47,17.0
CUS000741,2026-05,22.2,213,92,2.6
CUS000741,2026-06,20.6,197,85,2.4
CUS000741,2026-07,27.2,260,113,3.2
CUS000742,2026-05,12.7,319,24,0.1
CUS000742,2026-06,15.6,391,30,0.1
CUS000742,2026-07,11.1,278,21,0.1
CUS000743,2026-05,8.4,84,57,0.6
CUS000743,2026-06,13.0,129,87,1.0
CUS000743,2026-07,10.9,109,74,0.8
CUS000744,2026-05,121.0,93,14,14.4
CUS000744,2026-06,106.7,82,12,12.7
CUS000744,2026-07,103.3,79,12,12.3
CUS000745,2026-05,142.2,127,17,13.4
CUS000745,2026-06,157.1,140,19,14.9
CUS000745,2026-07,155.6,139,19,14.7
CUS000746,2026-05,106.0,88,9,22.5
CUS000746,2026-06,114.2,95,9,24.2
CUS000746,2026-07,129.4,107,10,27.4
CUS000747,2026-05,82.9,2063,202,109.7
CUS000747,2026-06,69.9,1739,170,92.5
CUS000747,2026-07,87.1,2166,212,115.2
CUS000748,2026-05,21.0,1589,206,5.2
CUS000748,2026-06,29.7,2250,291,7.3
CUS000748,2026-07,28.9,2190,283,7.1
CUS000749,2026-05,12.9,188,29,1.9
CUS000749,2026-06,8.8,129,20,1.3
CUS000749,2026-07,13.2,192,30,1.9
CUS000750,2026-05,32.8,206,82,4.7
CUS000750,2026-06,30.6,192,77,4.4
CUS000750,2026-07,23.7,149,60,3.4
CUS000751,2026-05,21.6,149,25,6.1
CUS000751,2026-06,24.1,166,28,6.8
CUS000751,2026-07,25.2,173,29,7.1
CUS000752,2026-05,82.7,241,37,17.9
CUS000752,2026-06,107.2,312,49,23.2
CUS000752,2026-07,179.6,291,45,38.9
CUS000753,2026-05,26.9,211,87,7.5
CUS000753,2026-06,23.8,187,77,6.6
CUS000753,2026-07,19.1,151,62,5.3
CUS000754,2026-05,11.1,105,63,0.2
CUS000754,2026-06,11.1,105,63,0.2
CUS000754,2026-07,10.9,103,62,0.2
CUS000755,2026-05,61.0,194,92,15.2
CUS000755,2026-06,68.9,218,104,17.1
CUS000755,2026-07,64.3,204,97,16.0
CUS000756,2026-05,175.5,2113,272,92.3
CUS000756,2026-06,116.9,1407,181,61.4
CUS000756,2026-07,115.0,1385,178,60.5
CUS000757,2026-05,31.6,367,166,2.7
CUS000757,2026-06,32.3,376,170,2.8
CUS000757,2026-07,30.1,349,158,2.6
CUS000758,2026-05,1.8,174,60,0.8
CUS000758,2026-06,1.3,120,41,0.5
CUS000758,2026-07,1.5,140,48,0.6
CUS000759,2026-05,25.7,1755,189,2.7
CUS000759,2026-06,59.9,2270,245,6.4
CUS000759,2026-07,26.9,1837,198,2.9
CUS000760,2026-05,8.0,283,10,0.0
CUS000760,2026-06,8.5,303,11,0.0
CUS000760,2026-07,12.6,449,16,0.0
CUS000761,2026-05,131.0,275,68,6.1
CUS000761,2026-06,106.2,223,55,5.0
CUS000761,2026-07,119.6,251,62,5.6
CUS000762,2026-05,3.2,24,18,0.5
CUS000762,2026-06,4.4,33,25,0.7
CUS000762,2026-07,3.6,27,20,0.6
CUS000763,2026-05,16.2,131,51,3.8
CUS000763,2026-06,21.5,175,68,5.1
CUS000763,2026-07,24.5,199,77,5.8
CUS000764,2026-05,76.6,256,58,32.1
CUS000764,2026-06,67.5,226,51,28.2
CUS000764,2026-07,64.6,216,49,27.1
CUS000765,2026-05,15.7,303,31,3.6
CUS000765,2026-06,16.3,316,32,3.8
CUS000765,2026-07,17.5,339,34,4.0
CUS000766,2026-05,56.9,279,75,23.5
CUS000766,2026-06,76.6,375,101,31.6
CUS000766,2026-07,67.6,331,90,27.9
CUS000767,2026-05,116.4,107,19,11.4
CUS000767,2026-06,145.0,133,24,14.2
CUS000767,2026-07,91.9,84,15,9.0
CUS000768,2026-05,12.2,246,42,4.1
CUS000768,2026-06,8.3,168,28,2.8
CUS000768,2026-07,8.6,174,30,2.9
CUS000769,2026-05,19.1,139,83,3.6
CUS000769,2026-06,30.9,225,135,5.8
CUS000769,2026-07,30.7,224,134,5.8
CUS000770,2026-05,35.6,167,36,9.5
CUS000770,2026-06,37.4,176,38,10.0
CUS000770,2026-07,32.0,151,33,8.6
CUS000771,2026-05,207.0,341,71,42.4
CUS000771,2026-06,99.1,294,61,20.3
CUS000771,2026-07,102.5,304,63,21.0
CUS000772,2026-05,16.0,301,88,4.2
CUS000772,2026-06,21.3,400,117,5.6
CUS000772,2026-07,22.5,424,124,5.9
CUS000773,2026-05,52.2,349,64,3.9
CUS000773,2026-06,23.8,286,53,1.8
CUS000773,2026-07,25.5,307,57,1.9
CUS000774,2026-05,17.6,112,28,1.3
CUS000774,2026-06,23.7,151,38,1.7
CUS000774,2026-07,21.8,139,35,1.6
CUS000775,2026-05,23.5,174,151,2.8
CUS000775,2026-06,21.5,159,138,2.5
CUS000775,2026-07,25.1,186,161,3.0
CUS000776,2026-05,22.6,158,122,5.2
CUS000776,2026-06,21.7,152,117,5.0
CUS000776,2026-07,18.8,132,101,4.3
CUS000777,2026-05,17.1,200,103,2.7
CUS000777,2026-06,12.8,150,77,2.1
CUS000777,2026-07,12.5,146,75,2.0
CUS000778,2026-05,162.2,317,95,16.7
CUS000778,2026-06,118.9,232,69,12.3
CUS000778,2026-07,104.6,204,61,10.8
CUS000779,2026-05,2.2,225,32,1.2
CUS000779,2026-06,1.6,164,24,0.9
CUS000779,2026-07,1.8,185,26,1.0
CUS000780,2026-05,6.0,50,39,0.1
CUS000780,2026-06,7.0,59,46,0.1
CUS000780,2026-07,6.6,55,43,0.1
CUS000781,2026-05,115.1,170,39,20.1
CUS000781,2026-06,100.1,148,34,17.5
CUS000781,2026-07,102.9,152,35,18.0
CUS000782,2026-05,7.5,188,44,0.3
CUS000782,2026-06,6.3,159,37,0.3
CUS000782,2026-07,5.5,138,32,0.2
CUS000783,2026-05,73.8,252,96,9.5
CUS000783,2026-06,81.6,278,106,10.5
CUS000783,2026-07,89.1,304,116,11.5
CUS000784,2026-05,92.7,63,28,22.9
CUS000784,2026-06,105.5,71,32,26.1
CUS000784,2026-07,89.6,61,27,22.2
CUS000785,2026-05,16.1,422,80,2.7
CUS000785,2026-06,11.2,293,55,1.8
CUS000785,2026-07,11.2,294,56,1.8
CUS000786,2026-05,16.9,126,22,0.1
CUS000786,2026-06,13.4,100,17,0.1
CUS000786,2026-07,14.8,111,19,0.1
CUS000787,2026-05,127.0,64,27,32.3
CUS000787,2026-06,118.6,60,25,30.1
CUS000787,2026-07,145.0,73,31,36.9
CUS000788,2026-05,41.9,53,62,3.8
CUS000788,2026-06,51.6,65,76,4.7
CUS000788,2026-07,60.1,76,89,5.5
CUS000789,2026-05,15.3,204,24,1.8
CUS000789,2026-06,21.0,281,34,2.5
CUS000789,2026-07,20.2,270,32,2.4
CUS000790,2026-05,3.8,107,80,0.9
CUS000790,2026-06,2.5,71,53,0.6
CUS000790,2026-07,6.4,100,75,1.6
CUS000791,2026-05,1.0,921,149,0.1
CUS000791,2026-06,1.1,1068,173,0.1
CUS000791,2026-07,1.3,1200,194,0.1
CUS000792,2026-05,22.0,248,60,0.4
CUS000792,2026-06,22.4,252,61,0.4
CUS000792,2026-07,20.4,230,55,0.4
CUS000793,2026-05,62.5,49,16,12.1
CUS000793,2026-06,82.9,65,22,16.0
CUS000793,2026-07,79.5,63,21,15.4
CUS000794,2026-05,17.1,332,93,0.0
CUS000794,2026-06,17.4,338,95,0.0
CUS000794,2026-07,20.6,401,112,0.0
CUS000795,2026-05,9.3,250,44,0.3
CUS000795,2026-06,7.8,210,37,0.2
CUS000795,2026-07,10.4,279,49,0.3
CUS000796,2026-05,2.8,102,6,0.8
CUS000796,2026-06,3.1,115,7,0.9
CUS000796,2026-07,3.5,129,7,1.0
CUS000797,2026-05,0.8,108,77,1.4
CUS000797,2026-06,0.8,108,77,1.4
CUS000797,2026-07,0.6,77,55,1.0
CUS000798,2026-05,60.0,192,47,20.5
CUS000798,2026-06,67.8,217,53,23.2
CUS000798,2026-07,83.2,266,65,28.5
CUS000799,2026-05,21.4,279,78,6.4
CUS000799,2026-06,21.6,282,79,6.5
CUS000799,2026-07,25.6,334,94,7.7
CUS000800,2026-05,141.1,975,262,40.2
CUS000800,2026-06,172.5,1191,321,49.1
CUS000800,2026-07,143.9,994,267,41.0
CUS000801,2026-05,22.0,275,114,4.9
CUS000801,2026-06,16.4,206,85,3.7
CUS000801,2026-07,14.8,186,77,3.3
CUS000802,2026-05,8.2,138,36,6.2
CUS000802,2026-06,10.6,180,46,8.0
CUS000802,2026-07,11.0,186,48,8.3
CUS000803,2026-05,76.3,291,93,27.3
CUS000803,2026-06,70.4,269,85,25.2
CUS000803,2026-07,101.6,388,123,36.4
CUS000804,2026-05,81.3,210,35,20.1
CUS000804,2026-06,70.6,182,30,17.4
CUS000804,2026-07,67.5,174,29,16.7
CUS000805,2026-05,77.8,218,77,26.8
CUS000805,2026-06,93.3,261,92,32.2
CUS000805,2026-07,81.1,227,80,28.0
CUS000806,2026-05,99.6,228,39,15.5
CUS000806,2026-06,123.8,284,48,19.3
CUS000806,2026-07,102.2,234,40,15.9
CUS000807,2026-05,83.8,242,6,8.8
CUS000807,2026-06,89.0,257,6,9.4
CUS000807,2026-07,117.4,339,8,12.4
CUS000808,2026-05,13.3,1744,48,1.4
CUS000808,2026-06,11.0,1447,40,1.2
CUS000808,2026-07,9.8,1282,36,1.1
CUS000809,2026-05,3.6,126,51,0.5
CUS000809,2026-06,3.8,136,55,0.6
CUS000809,2026-07,4.2,147,60,0.6
CUS000810,2026-05,91.3,224,44,16.6
CUS000810,2026-06,128.0,314,62,23.3
CUS000810,2026-07,97.1,238,47,17.7
CUS000811,2026-05,17.4,220,106,0.7
CUS000811,2026-06,17.5,221,106,0.7
CUS000811,2026-07,25.2,317,153,1.1
CUS000812,2026-05,62.6,214,45,26.0
CUS000812,2026-06,79.0,270,57,32.8
CUS000812,2026-07,58.9,202,42,24.5
CUS000813,2026-05,110.7,283,74,22.0
CUS000813,2026-06,130.8,334,87,26.0
CUS000813,2026-07,88.6,227,59,17.6
CUS000814,2026-05,80.7,290,35,16.4
CUS000814,2026-06,66.8,240,29,13.6
CUS000814,2026-07,66.3,239,29,13.5
CUS000815,2026-05,3.2,94,18,1.9
CUS000815,2026-06,3.4,101,19,2.1
CUS000815,2026-07,2.5,75,14,1.5
CUS000816,2026-05,25.4,136,87,6.9
CUS000816,2026-06,25.8,138,88,7.0
CUS000816,2026-07,25.9,139,89,7.0
CUS000817,2026-05,7.2,68,41,0.7
CUS000817,2026-06,7.0,66,40,0.6
CUS000817,2026-07,8.0,75,45,0.7
CUS000818,2026-05,17.4,233,81,2.9
CUS000818,2026-06,17.4,233,81,2.9
CUS000818,2026-07,14.8,199,69,2.4
CUS000819,2026-05,40.3,272,80,10.2
CUS000819,2026-06,47.4,320,94,12.0
CUS000819,2026-07,36.6,247,73,9.3
CUS000820,2026-05,25.9,104,128,0.5
CUS000820,2026-06,26.0,104,129,0.5
CUS000820,2026-07,36.8,148,183,0.7
CUS000821,2026-05,32.0,133,145,3.4
CUS000821,2026-06,21.9,164,178,2.3
CUS000821,2026-07,13.7,103,112,1.5
CUS000822,2026-05,32.7,917,92,7.2
CUS000822,2026-06,27.0,758,76,6.0
CUS000822,2026-07,23.9,671,67,5.3
CUS000823,2026-05,25.2,1099,113,1.7
CUS000823,2026-06,34.4,1499,154,2.3
CUS000823,2026-07,35.1,1531,158,2.3
CUS000824,2026-05,66.1,200,56,20.2
CUS000824,2026-06,50.6,153,43,15.5
CUS000824,2026-07,59.6,180,50,18.2
CUS000825,2026-05,94.4,130,67,8.4
CUS000825,2026-06,129.6,178,93,11.6
CUS000825,2026-07,119.0,164,85,10.6
CUS000826,2026-05,21.9,214,156,8.0
CUS000826,2026-06,23.5,229,167,8.6
CUS000826,2026-07,17.6,172,126,6.4
CUS000827,2026-05,85.0,1129,190,69.3
CUS000827,2026-06,92.2,1224,206,75.1
CUS000827,2026-07,107.8,1432,241,87.8
CUS000828,2026-05,9.2,799,27,6.5
CUS000828,2026-06,13.3,1158,39,9.4
CUS000828,2026-07,9.2,805,27,6.5
CUS000829,2026-05,179.3,142,72,14.9
CUS000829,2026-06,140.2,199,101,11.6
CUS000829,2026-07,134.2,191,97,11.1
CUS000830,2026-05,85.3,134,24,12.6
CUS000830,2026-06,54.3,85,15,8.0
CUS000830,2026-07,85.0,133,24,12.5
CUS000831,2026-05,7.8,306,61,0.5
CUS000831,2026-06,10.6,414,83,0.7
CUS000831,2026-07,10.0,392,78,0.7
CUS000832,2026-05,26.9,317,40,3.0
CUS000832,2026-06,30.3,358,45,3.3
CUS000832,2026-07,25.7,304,38,2.8
CUS000833,2026-05,101.8,138,9,26.3
CUS000833,2026-06,92.0,124,8,23.8
CUS000833,2026-07,126.2,171,11,32.6
CUS000834,2026-05,10.0,220,93,1.7
CUS000834,2026-06,11.7,256,108,2.0
CUS000834,2026-07,13.5,295,125,2.3
CUS000835,2026-05,54.0,318,70,9.5
CUS000835,2026-06,53.8,316,69,9.5
CUS000835,2026-07,58.9,346,76,10.4
CUS000836,2026-05,13.0,205,39,1.7
CUS000836,2026-06,11.2,177,33,1.5
CUS000836,2026-07,12.9,204,38,1.7
CUS000837,2026-05,126.6,165,108,8.2
CUS000837,2026-06,111.2,145,94,7.2
CUS000837,2026-07,125.7,164,107,8.1
CUS000838,2026-05,2.1,1579,89,1.0
CUS000838,2026-06,2.4,1793,101,1.1
CUS000838,2026-07,2.6,1972,111,1.2
CUS000839,2026-05,35.8,508,72,9.1
CUS000839,2026-06,28.3,402,57,7.2
CUS000839,2026-07,27.5,391,55,7.0
CUS000840,2026-05,29.8,249,124,1.8
CUS000840,2026-06,34.4,288,143,2.1
CUS000840,2026-07,25.9,217,107,1.6
CUS000841,2026-05,11.5,200,12,2.3
CUS000841,2026-06,16.3,283,17,3.2
CUS000841,2026-07,11.8,206,12,2.3
CUS000842,2026-05,5.3,150,61,1.2
CUS000842,2026-06,5.7,160,65,1.3
CUS000842,2026-07,4.7,132,54,1.1
CUS000843,2026-05,108.5,53,41,16.3
CUS000843,2026-06,114.4,56,43,17.2
CUS000843,2026-07,122.9,60,46,18.4
CUS000844,2026-05,22.8,243,37,5.5
CUS000844,2026-06,27.6,294,44,6.6
CUS000844,2026-07,54.4,322,49,13.0
CUS000845,2026-05,110.0,328,66,12.1
CUS000845,2026-06,98.6,294,59,10.8
CUS000845,2026-07,95.6,285,57,10.5
CUS000846,2026-05,75.3,164,26,20.2
CUS000846,2026-06,110.1,240,39,29.5
CUS000846,2026-07,115.0,251,40,30.9
CUS000847,2026-05,23.1,252,153,3.1
CUS000847,2026-06,21.4,232,141,2.9
CUS000847,2026-07,22.8,247,151,3.0
CUS000848,2026-05,32.4,190,34,3.7
CUS000848,2026-06,35.9,210,38,4.2
CUS000848,2026-07,32.0,187,34,3.7
CUS000849,2026-05,6.7,61,17,0.5
CUS000849,2026-06,6.7,61,18,0.5
CUS000849,2026-07,7.6,69,20,0.6
CUS000850,2026-05,59.5,194,71,6.7
CUS000850,2026-06,64.5,210,77,7.3
CUS000850,2026-07,67.8,221,81,7.7
CUS000851,2026-05,116.3,243,74,28.6
CUS000851,2026-06,112.4,235,72,27.6
CUS000851,2026-07,81.9,171,52,20.1
CUS000852,2026-05,93.5,70,16,14.5
CUS000852,2026-06,93.3,70,16,14.5
CUS000852,2026-07,81.0,61,14,12.6
CUS000853,2026-05,146.3,423,53,21.9
CUS000853,2026-06,138.8,402,50,20.7
CUS000853,2026-07,94.5,274,34,14.1
CUS000854,2026-05,19.6,146,38,3.6
CUS000854,2026-06,21.5,159,41,4.0
CUS000854,2026-07,26.2,195,51,4.9
CUS000855,2026-05,125.3,374,59,43.4
CUS000855,2026-06,68.3,367,58,23.7
CUS000855,2026-07,47.9,258,41,16.6
CUS000856,2026-05,113.3,289,17,19.5
CUS000856,2026-06,136.9,349,20,23.6
CUS000856,2026-07,87.4,223,13,15.0
CUS000857,2026-05,33.8,470,38,4.1
CUS000857,2026-06,23.4,326,26,2.9
CUS000857,2026-07,25.9,361,29,3.2
CUS000858,2026-05,104.9,142,51,15.6
CUS000858,2026-06,156.4,212,76,23.3
CUS000858,2026-07,131.9,179,64,19.6
CUS000859,2026-05,6.9,511,153,1.9
CUS000859,2026-06,8.9,661,198,2.5
CUS000859,2026-07,7.4,547,164,2.0
CUS000860,2026-05,49.5,228,84,18.2
CUS000860,2026-06,53.4,246,90,19.6
CUS000860,2026-07,46.2,213,78,16.9
CUS000861,2026-05,127.3,103,17,22.1
CUS000861,2026-06,134.3,109,17,23.3
CUS000861,2026-07,105.3,86,14,18.3
CUS000862,2026-05,109.2,210,74,11.3
CUS000862,2026-06,77.7,149,53,8.0
CUS000862,2026-07,81.7,157,55,8.5
CUS000863,2026-05,2.7,49,8,2.0
CUS000863,2026-06,2.3,42,7,1.7
CUS000863,2026-07,2.0,36,6,1.5
CUS000864,2026-05,135.6,295,108,6.1
CUS000864,2026-06,112.2,244,89,5.1
CUS000864,2026-07,95.8,209,76,4.3
CUS000865,2026-05,2.6,42,64,1.7
CUS000865,2026-06,3.1,51,77,2.0
